account_id,product_family,competitor,intensity
A00051,Applications,Competitor B,68
A00052,Database,Competitor A,66
A00052,Security,Competitor A,72
A00052,Integration,Competitor C,22
A00053,Database,Competitor C,67
A00053,Analytics & Data,Competitor C,38
A00053,AI & ML,Competitor D,46
A00053,Security,Competitor B,81
A00054,Infrastructure,Competitor A,54
A00054,Security,Competitor C,16
A00054,Applications,Competitor D,61
A00055,Database,Competitor D,36
A00055,Security,Competitor A,42
A00055,Integration,Competitor C,62
A00056,Security,Competitor C,27
A00057,Database,Competitor C,50
A00057,Analytics & Data,Competitor B,57
A00057,Security,Competitor A,39
A00057,Integration,Competitor C,44
A00058,Security,Competitor B,42
A00059,Infrastructure,Competitor C,65
A00059,Database,Competitor D,24
A00059,Analytics & Data,Competitor A,52
A00059,AI & ML,Competitor C,78
A00059,Applications,Competitor B,38
A00060,Security,Competitor D,61
A00060,Applications,Competitor B,31
A00061,Infrastructure,Competitor C,74
A00061,Database,Competitor B,88
A00062,Analytics & Data,Competitor B,64
A00062,Applications,Competitor C,62
A00064,Database,Competitor A,98
A00064,Applications,Competitor C,50
A00064,Integration,Competitor D,98
A00065,Analytics & Data,Competitor B,36
A00065,Security,Competitor D,47
A00065,Applications,Competitor A,31
A00066,Analytics & Data,Competitor B,18
A00067,Infrastructure,Competitor D,66
A00067,Database,Competitor C,22
A00067,AI & ML,Competitor C,83
A00067,Security,Competitor A,66
A00068,Infrastructure,Competitor A,99
A00069,Infrastructure,Competitor D,34
A00069,Database,Competitor A,25
A00069,Analytics & Data,Competitor B,38
A00069,AI & ML,Competitor A,22
A00069,Security,Competitor A,0
A00069,Integration,Competitor B,23
A00070,Applications,Competitor B,44
A00070,Integration,Competitor D,0
A00071,Analytics & Data,Competitor A,19
A00072,Infrastructure,Competitor D,56
A00073,Applications,Competitor D,40
A00074,Infrastructure,Competitor A,6
A00074,Database,Competitor B,44
A00074,Integration,Competitor A,34
A00075,Infrastructure,Competitor C,81
A00075,Database,Competitor D,81
A00075,AI & ML,Competitor B,30
A00076,Database,Competitor A,10
A00076,Integration,Competitor C,64
A00077,AI & ML,Competitor D,26
A00077,Security,Competitor A,29
A00077,Applications,Competitor D,74
A00078,Infrastructure,Competitor D,19
A00078,Database,Competitor A,100
A00078,Analytics & Data,Competitor C,72
A00079,Infrastructure,Competitor D,25
A00079,AI & ML,Competitor D,49
A00079,Applications,Competitor B,28
A00079,Integration,Competitor C,96
A00080,Database,Competitor B,35
A00080,Analytics & Data,Competitor B,25
A00081,Integration,Competitor C,27
A00083,Infrastructure,Competitor A,49
A00083,Analytics & Data,Competitor C,55
A00083,Security,Competitor D,27
A00084,Analytics & Data,Competitor D,24
A00085,Infrastructure,Competitor B,82
A00085,Database,Competitor C,26
A00085,Analytics & Data,Competitor B,67
A00085,Security,Competitor B,29
A00085,Integration,Competitor D,100
A00086,Infrastructure,Competitor B,72
A00086,Integration,Competitor A,17
A00087,Infrastructure,Competitor D,22
A00087,Analytics & Data,Competitor D,43
A00087,Security,Competitor B,32
A00088,Infrastructure,Competitor B,37
A00088,Database,Competitor B,100
A00089,Infrastructure,Competitor B,86
A00089,Analytics & Data,Competitor A,24
A00089,Security,Competitor A,19
A00090,Infrastructure,Competitor A,90
A00090,Applications,Competitor D,42
A00091,Infrastructure,Competitor B,68
A00091,Database,Competitor B,47
A00091,Security,Competitor A,93
A00091,Applications,Competitor B,38
A00091,Integration,Competitor C,43
A00092,Database,Competitor C,77
A00093,Infrastructure,Competitor B,79
A00093,Database,Competitor D,72
A00093,AI & ML,Competitor B,8
A00093,Applications,Competitor B,62
A00094,Analytics & Data,Competitor B,40
A00094,AI & ML,Competitor B,79
A00095,Security,Competitor C,50
A00096,Security,Competitor B,32
A00097,Infrastructure,Competitor D,92
A00098,Infrastructure,Competitor A,41
A00098,Database,Competitor B,75
A00098,Analytics & Data,Competitor A,64
A00098,AI & ML,Competitor A,40
A00098,Applications,Competitor D,33
A00099,Infrastructure,Competitor A,19
A00099,Database,Competitor B,62
A00099,Analytics & Data,Competitor D,44
A00099,Security,Competitor C,24
A00099,Applications,Competitor B,77
A00099,Integration,Competitor C,69
A00100,Security,Competitor A,60
A00100,Applications,Competitor D,100
A00102,Database,Competitor C,47
A00102,AI & ML,Competitor A,74
A00103,Analytics & Data,Competitor D,76
A00104,Infrastructure,Competitor D,29
A00104,Security,Competitor C,48
A00105,Integration,Competitor D,49
A00106,Infrastructure,Competitor D,97
A00106,Applications,Competitor D,98
A00106,Integration,Competitor B,52
A00107,AI & ML,Competitor A,98
A00107,Security,Competitor B,11
A00107,Applications,Competitor D,56
A00107,Integration,Competitor C,18
A00108,Database,Competitor B,33
A00108,Security,Competitor A,43
A00108,Integration,Competitor D,40
A00109,AI & ML,Competitor A,49
A00109,Security,Competitor C,76
A00110,Analytics & Data,Competitor C,94
A00110,Applications,Competitor C,28
A00111,Infrastructure,Competitor C,77
A00111,AI & ML,Competitor C,96
A00112,Integration,Competitor D,43
A00113,Database,Competitor A,31
A00114,Analytics & Data,Competitor C,45
A00114,Security,Competitor D,57
A00115,Infrastructure,Competitor C,40
A00115,Analytics & Data,Competitor D,34
A00117,Security,Competitor B,66
A00117,Integration,Competitor B,39
A00118,Analytics & Data,Competitor A,50
A00118,Security,Competitor A,98
A00118,Applications,Competitor D,4
A00118,Integration,Competitor C,11
A00119,Database,Competitor D,63
A00119,AI & ML,Competitor D,34
A00119,Integration,Competitor D,23
A00120,Applications,Competitor A,58
A00120,Integration,Competitor D,54
A00121,AI & ML,Competitor B,26
A00122,Infrastructure,Competitor A,43
A00122,Database,Competitor A,86
A00122,Analytics & Data,Competitor B,27
A00122,Applications,Competitor B,18
A00122,Integration,Competitor B,70
A00123,AI & ML,Competitor A,100
A00123,Security,Competitor B,53
A00123,Applications,Competitor A,81
A00123,Integration,Competitor D,84
A00124,AI & ML,Competitor B,23
A00124,Integration,Competitor A,42
A00125,Integration,Competitor C,28
A00126,Database,Competitor D,0
A00126,Integration,Competitor C,82
A00127,Applications,Competitor D,33
A00128,Infrastructure,Competitor A,78
A00129,Infrastructure,Competitor D,37
A00129,Database,Competitor A,9
A00129,Analytics & Data,Competitor A,40
A00129,Applications,Competitor A,3
A00129,Integration,Competitor A,21
A00130,Infrastructure,Competitor D,30
A00130,AI & ML,Competitor A,5
A00130,Security,Competitor A,19
A00130,Integration,Competitor B,29
A00131,Database,Competitor B,78
A00131,AI & ML,Competitor D,63
A00131,Integration,Competitor A,20
A00132,AI & ML,Competitor D,89
A00133,Database,Competitor D,96
A00134,Database,Competitor C,78
A00134,Analytics & Data,Competitor A,68
A00134,AI & ML,Competitor A,47
A00134,Applications,Competitor A,29
A00135,Infrastructure,Competitor A,74
A00135,Database,Competitor C,90
A00135,Security,Competitor D,44
A00135,Integration,Competitor A,43
A00136,Infrastructure,Competitor A,73
A00136,Analytics & Data,Competitor A,35
A00136,AI & ML,Competitor C,31
A00136,Security,Competitor A,49
A00136,Applications,Competitor A,30
A00137,Infrastructure,Competitor B,44
A00137,Database,Competitor C,60
A00137,Security,Competitor C,60
A00138,Database,Competitor A,23
A00138,AI & ML,Competitor B,34
A00138,Security,Competitor D,79
A00139,Infrastructure,Competitor D,91
A00139,Analytics & Data,Competitor C,24
A00140,Analytics & Data,Competitor D,19
A00140,AI & ML,Competitor C,52
A00141,Database,Competitor A,50
A00141,Applications,Competitor C,26
A00142,AI & ML,Competitor D,90
A00142,Applications,Competitor C,91
A00143,Infrastructure,Competitor D,15
A00143,Database,Competitor C,17
A00143,Analytics & Data,Competitor A,84
A00143,Integration,Competitor D,66
A00144,Security,Competitor A,19
A00144,Integration,Competitor D,15
A00145,Analytics & Data,Competitor A,40
A00146,Database,Competitor A,21
A00146,Integration,Competitor D,41
A00147,Integration,Competitor A,61
A00148,Database,Competitor D,79
A00148,AI & ML,Competitor D,79
A00148,Security,Competitor A,32
A00149,Infrastructure,Competitor A,96
A00149,Database,Competitor A,44
A00149,Applications,Competitor B,74
A00150,Infrastructure,Competitor D,37
A00150,Database,Competitor C,36
A00150,Integration,Competitor C,58
A00151,Analytics & Data,Competitor C,63
A00151,Security,Competitor C,97
A00152,Analytics & Data,Competitor A,59
A00153,Infrastructure,Competitor D,58
A00153,Database,Competitor C,60
A00153,Analytics & Data,Competitor D,71
A00153,Security,Competitor B,18
A00154,AI & ML,Competitor D,17
A00154,Integration,Competitor A,17
A00155,Infrastructure,Competitor A,38
A00155,Database,Competitor A,77
A00156,AI & ML,Competitor B,100
A00156,Security,Competitor D,85
A00156,Applications,Competitor C,45
A00158,Infrastructure,Competitor B,80
A00158,Security,Competitor C,24
A00158,Applications,Competitor B,57
A00159,Analytics & Data,Competitor A,87
A00159,AI & ML,Competitor B,75
A00160,Integration,Competitor B,13
A00161,Infrastructure,Competitor A,23
A00161,Database,Competitor D,51
A00161,Analytics & Data,Competitor C,60
A00162,Infrastructure,Competitor D,81
A00162,Database,Competitor A,87
A00162,Security,Competitor C,65
A00163,Infrastructure,Competitor B,100
A00163,Database,Competitor B,100
A00163,Analytics & Data,Competitor C,33
A00163,Integration,Competitor B,87
A00165,Database,Competitor D,65
A00165,AI & ML,Competitor B,18
A00165,Applications,Competitor C,93
A00166,Infrastructure,Competitor A,74
A00167,AI & ML,Competitor B,19
A00167,Integration,Competitor D,71
A00168,Database,Competitor A,68
A00168,AI & ML,Competitor D,43
A00169,AI & ML,Competitor A,41
A00170,AI & ML,Competitor D,26
A00170,Security,Competitor B,26
A00170,Integration,Competitor D,67
A00171,Database,Competitor B,45
A00171,Applications,Competitor C,81
A00171,Integration,Competitor C,38
A00172,Infrastructure,Competitor A,49
A00172,Database,Competitor B,29
A00172,Analytics & Data,Competitor A,23
A00172,AI & ML,Competitor B,48
A00172,Integration,Competitor C,79
A00174,Analytics & Data,Competitor D,27
A00175,Database,Competitor B,77
A00175,AI & ML,Competitor D,28
A00175,Applications,Competitor D,93
A00175,Integration,Competitor A,73
A00176,Database,Competitor A,47
A00176,AI & ML,Competitor B,34
A00176,Integration,Competitor A,32
A00177,Infrastructure,Competitor B,77
A00177,Security,Competitor D,36
A00178,Database,Competitor D,95
A00178,AI & ML,Competitor A,78
A00178,Applications,Competitor B,56
A00179,Infrastructure,Competitor B,29
A00179,Analytics & Data,Competitor D,90
A00179,Security,Competitor D,90
A00180,Database,Competitor D,8
A00180,AI & ML,Competitor A,34
A00180,Integration,Competitor B,76
A00181,Analytics & Data,Competitor A,23
A00181,Security,Competitor D,41
A00182,Infrastructure,Competitor B,59
A00182,Database,Competitor D,55
A00183,Applications,Competitor D,37
A00184,Infrastructure,Competitor D,66
A00185,Infrastructure,Competitor C,62
A00185,Applications,Competitor C,83
A00186,Database,Competitor D,31
A00186,Analytics & Data,Competitor A,78
A00186,AI & ML,Competitor A,33
A00186,Integration,Competitor B,100
A00188,Analytics & Data,Competitor A,35
A00188,Integration,Competitor B,37
A00189,AI & ML,Competitor B,35
A00189,Applications,Competitor D,40
A00189,Integration,Competitor B,29
A00190,Analytics & Data,Competitor C,67
A00190,Integration,Competitor C,27
A00191,Infrastructure,Competitor A,91
A00191,Database,Competitor A,54
A00192,Database,Competitor C,43
A00192,Analytics & Data,Competitor A,81
A00192,Applications,Competitor D,32
A00193,Database,Competitor B,91
A00193,Analytics & Data,Competitor D,42
A00193,Security,Competitor A,74
A00194,Database,Competitor D,79
A00194,AI & ML,Competitor A,71
A00194,Security,Competitor A,68
A00195,Analytics & Data,Competitor B,100
A00195,AI & ML,Competitor D,30
A00196,Database,Competitor C,18
A00196,Analytics & Data,Competitor B,18
A00197,Infrastructure,Competitor B,99
A00197,Database,Competitor C,62
A00197,AI & ML,Competitor A,34
A00197,Security,Competitor A,14
A00197,Applications,Competitor A,18
A00198,Applications,Competitor B,25
A00199,Database,Competitor D,33
A00199,Analytics & Data,Competitor A,85
A00200,Database,Competitor B,44
A00200,AI & ML,Competitor C,72
A00201,Database,Competitor C,74
A00201,Analytics & Data,Competitor C,78
A00201,Security,Competitor A,46
A00203,Database,Competitor D,26
A00204,Infrastructure,Competitor B,98
A00204,AI & ML,Competitor A,56
A00204,Integration,Competitor C,61
A00205,Analytics & Data,Competitor D,88
A00205,Security,Competitor C,85
A00206,Infrastructure,Competitor D,99
A00207,Infrastructure,Competitor D,48
A00207,Analytics & Data,Competitor A,40
A00207,AI & ML,Competitor B,20
A00207,Security,Competitor D,37
A00208,Infrastructure,Competitor A,52
A00208,Database,Competitor D,23
A00208,Analytics & Data,Competitor B,43
A00209,Infrastructure,Competitor B,50
A00209,Analytics & Data,Competitor B,76
A00209,Applications,Competitor D,9
A00210,AI & ML,Competitor C,77
A00210,Security,Competitor D,13
A00210,Applications,Competitor D,15
A00212,Infrastructure,Competitor D,62
A00212,Analytics & Data,Competitor B,61
A00212,Integration,Competitor D,73
A00213,Infrastructure,Competitor D,80
A00213,Database,Competitor B,45
A00214,Infrastructure,Competitor B,1
A00214,Analytics & Data,Competitor D,76
A00214,Security,Competitor C,38
A00215,Integration,Competitor A,70
A00216,Infrastructure,Competitor C,8
A00216,Analytics & Data,Competitor A,19
A00216,Integration,Competitor A,19
A00217,Analytics & Data,Competitor C,67
A00217,AI & ML,Competitor C,74
A00217,Security,Competitor A,62
A00217,Applications,Competitor D,41
A00218,Infrastructure,Competitor B,49
A00218,AI & ML,Competitor B,40
A00219,Database,Competitor C,81
A00219,Applications,Competitor B,30
A00221,Infrastructure,Competitor D,76
A00221,Security,Competitor A,85
A00221,Integration,Competitor A,35
A00222,Database,Competitor D,64
A00222,Security,Competitor D,42
A00222,Applications,Competitor C,31
A00222,Integration,Competitor C,100
A00223,Infrastructure,Competitor D,27
A00223,Database,Competitor D,57
A00223,Applications,Competitor B,71
A00224,AI & ML,Competitor B,12
A00224,Security,Competitor A,10
A00224,Applications,Competitor B,26
A00225,Infrastructure,Competitor C,38
A00225,Security,Competitor A,30
A00226,Infrastructure,Competitor C,42
A00226,Database,Competitor B,52
A00226,Integration,Competitor D,47
A00227,Infrastructure,Competitor B,85
A00227,Analytics & Data,Competitor A,33
A00227,Security,Competitor C,78
A00228,Infrastructure,Competitor D,37
A00228,Applications,Competitor A,91
A00229,Database,Competitor B,19
A00229,Analytics & Data,Competitor C,37
A00230,Database,Competitor A,66
A00230,Analytics & Data,Competitor C,100
A00230,AI & ML,Competitor A,31
A00230,Security,Competitor A,12
A00230,Integration,Competitor C,13
A00231,Infrastructure,Competitor A,67
A00232,Infrastructure,Competitor A,48
A00232,Applications,Competitor C,23
A00233,Database,Competitor A,40
A00233,Analytics & Data,Competitor A,68
A00233,Security,Competitor A,26
A00233,Applications,Competitor C,39
A00234,Analytics & Data,Competitor A,92
A00234,Integration,Competitor A,80
A00235,Infrastructure,Competitor D,20
A00235,AI & ML,Competitor B,44
A00235,Applications,Competitor C,13
A00236,Infrastructure,Competitor C,23
A00236,Security,Competitor D,27
A00236,Integration,Competitor D,32
A00237,AI & ML,Competitor C,66
A00239,Security,Competitor A,45
A00240,Database,Competitor A,16
A00240,Analytics & Data,Competitor B,90
A00240,AI & ML,Competitor D,50
A00241,Database,Competitor A,62
A00241,Applications,Competitor B,48
A00242,Infrastructure,Competitor D,20
A00244,Applications,Competitor D,42
A00245,Database,Competitor C,56
A00245,Analytics & Data,Competitor D,17
A00245,AI & ML,Competitor D,59
A00245,Applications,Competitor B,62
A00246,Infrastructure,Competitor D,2
A00246,Integration,Competitor D,8
A00247,Database,Competitor B,54
A00247,Security,Competitor B,13
A00247,Integration,Competitor D,93
A00248,Applications,Competitor B,52
A00249,Database,Competitor C,17
A00249,Analytics & Data,Competitor A,21
A00249,AI & ML,Competitor B,50
A00249,Security,Competitor C,79
A00249,Applications,Competitor C,57
A00250,Analytics & Data,Competitor A,24
A00250,AI & ML,Competitor C,63
A00250,Security,Competitor B,50
A00250,Applications,Competitor B,75
A00251,Infrastructure,Competitor D,39
A00251,Analytics & Data,Competitor A,43
A00252,Analytics & Data,Competitor B,66
A00254,Database,Competitor B,67
A00254,Security,Competitor D,22
A00254,Applications,Competitor D,63
A00255,Applications,Competitor D,27
A00256,AI & ML,Competitor C,58
A00256,Applications,Competitor C,32
A00257,Infrastructure,Competitor D,71
A00257,Database,Competitor C,68
A00257,Applications,Competitor D,27
A00258,AI & ML,Competitor C,85
A00258,Integration,Competitor B,31
A00259,Infrastructure,Competitor C,0
A00260,Database,Competitor B,84
A00260,Analytics & Data,Competitor C,41
A00260,Security,Competitor A,70
A00261,Database,Competitor B,12
A00261,AI & ML,Competitor B,46
A00261,Security,Competitor C,38
A00262,Infrastructure,Competitor B,30
A00262,Analytics & Data,Competitor C,21
A00263,Infrastructure,Competitor D,30
A00264,Infrastructure,Competitor B,25
A00264,Database,Competitor C,0
A00264,AI & ML,Competitor B,42
A00265,Infrastructure,Competitor A,84
A00265,Database,Competitor B,24
A00265,AI & ML,Competitor C,92
A00266,Applications,Competitor A,49
A00266,Integration,Competitor A,29
A00267,AI & ML,Competitor B,45
A00268,Analytics & Data,Competitor D,48
A00268,AI & ML,Competitor A,31
A00268,Applications,Competitor B,35
A00270,Infrastructure,Competitor D,63
A00270,Applications,Competitor D,29
A00270,Integration,Competitor A,100
A00271,Infrastructure,Competitor B,21
A00271,Applications,Competitor A,42
A00271,Integration,Competitor A,73
A00272,Analytics & Data,Competitor A,65
A00273,Infrastructure,Competitor D,24
A00273,Database,Competitor B,60
A00273,Analytics & Data,Competitor B,32
A00273,Security,Competitor B,59
A00274,Database,Competitor D,39
A00274,AI & ML,Competitor B,28
A00275,Security,Competitor D,21
A00275,Applications,Competitor C,83
A00276,Infrastructure,Competitor A,100
A00277,Analytics & Data,Competitor C,42
A00278,Security,Competitor D,70
A00278,Applications,Competitor B,53
A00278,Integration,Competitor B,12
A00279,Infrastructure,Competitor C,65
A00279,Analytics & Data,Competitor C,36
A00280,Database,Competitor B,24
A00280,Integration,Competitor D,78
A00281,Infrastructure,Competitor C,41
A00281,Applications,Competitor B,7
A00282,AI & ML,Competitor C,7
A00283,Database,Competitor B,43
A00283,AI & ML,Competitor C,17
A00283,Applications,Competitor B,100
A00284,Infrastructure,Competitor D,37
A00284,Database,Competitor C,38
A00284,Security,Competitor B,2
A00285,Infrastructure,Competitor B,19
A00285,Security,Competitor B,24
A00285,Integration,Competitor B,64
A00286,Integration,Competitor A,43
A00287,Infrastructure,Competitor C,88
A00287,Applications,Competitor A,59
A00287,Integration,Competitor C,24
A00288,Analytics & Data,Competitor C,44
A00289,Analytics & Data,Competitor A,20
A00289,Applications,Competitor A,24
A00290,Applications,Competitor B,24
A00290,Integration,Competitor B,61
A00291,Infrastructure,Competitor A,23
A00291,AI & ML,Competitor B,79
A00291,Security,Competitor C,92
A00291,Applications,Competitor A,49
A00292,AI & ML,Competitor D,58
A00293,Infrastructure,Competitor A,24
A00293,Database,Competitor C,100
A00294,Analytics & Data,Competitor B,1
A00294,Applications,Competitor B,40
A00295,Infrastructure,Competitor A,38
A00295,AI & ML,Competitor C,94
A00297,Analytics & Data,Competitor C,33
A00298,Infrastructure,Competitor C,15
A00298,Database,Competitor B,85
A00298,Applications,Competitor D,39
A00299,Infrastructure,Competitor C,3
A00299,Security,Competitor C,41
A00299,Integration,Competitor C,52
A00300,Analytics & Data,Competitor D,90
A00302,Infrastructure,Competitor C,25
A00302,Database,Competitor C,30
A00303,Database,Competitor A,40
A00304,Infrastructure,Competitor B,82
A00304,Database,Competitor C,91
A00304,Security,Competitor D,51
A00305,Infrastructure,Competitor B,15
A00305,Security,Competitor D,76
A00306,Database,Competitor A,73
A00306,AI & ML,Competitor B,99
A00306,Applications,Competitor D,88
A00306,Integration,Competitor A,18
A00307,Infrastructure,Competitor C,19
A00307,Analytics & Data,Competitor C,24
A00307,AI & ML,Competitor A,76
A00308,Infrastructure,Competitor D,36
A00309,Integration,Competitor D,77
A00310,AI & ML,Competitor A,91
A00310,Integration,Competitor C,13
A00311,Database,Competitor D,45
A00311,Applications,Competitor A,92
A00312,Security,Competitor A,56
A00312,Applications,Competitor C,32
A00313,Database,Competitor C,88
A00313,Analytics & Data,Competitor A,64
A00313,Integration,Competitor A,46
A00314,Analytics & Data,Competitor A,67
A00314,Applications,Competitor C,20
A00314,Integration,Competitor A,89
A00315,Infrastructure,Competitor D,54
A00315,Database,Competitor A,34
A00316,Infrastructure,Competitor B,81
A00316,Applications,Competitor C,15
A00316,Integration,Competitor A,37
A00317,Infrastructure,Competitor C,59
A00317,Security,Competitor D,46
A00318,Infrastructure,Competitor B,55
A00318,AI & ML,Competitor A,39
A00319,Analytics & Data,Competitor A,57
A00319,AI & ML,Competitor D,32
A00319,Security,Competitor C,96
A00320,Database,Competitor B,13
A00320,Analytics & Data,Competitor A,57
A00320,Security,Competitor A,9
A00320,Applications,Competitor C,81
A00321,Infrastructure,Competitor B,57
A00321,Integration,Competitor C,89
A00322,Database,Competitor B,83
A00322,AI & ML,Competitor B,1
A00322,Integration,Competitor B,61
A00323,Infrastructure,Competitor D,33
A00323,Analytics & Data,Competitor C,43
A00323,AI & ML,Competitor B,29
A00324,Analytics & Data,Competitor D,55
A00325,Database,Competitor A,5
A00325,Security,Competitor B,25
A00325,Integration,Competitor C,17
A00326,Applications,Competitor A,66
A00327,Analytics & Data,Competitor A,36
A00327,Security,Competitor D,85
A00327,Applications,Competitor A,25
A00328,Database,Competitor A,28
A00328,Analytics & Data,Competitor C,32
A00329,Applications,Competitor C,25
A00330,Integration,Competitor A,34
A00331,Database,Competitor C,27
A00331,Security,Competitor C,24
A00331,Applications,Competitor B,27
A00331,Integration,Competitor D,22
A00332,Database,Competitor B,88
A00332,Analytics & Data,Competitor A,73
A00332,Security,Competitor C,100
A00333,Database,Competitor D,60
A00333,Analytics & Data,Competitor A,44
A00333,Security,Competitor A,26
A00333,Applications,Competitor A,67
A00333,Integration,Competitor C,29
A00334,Security,Competitor B,19
A00334,Applications,Competitor B,59
A00335,Infrastructure,Competitor C,83
A00335,Analytics & Data,Competitor A,100
A00336,Infrastructure,Competitor C,79
A00336,Database,Competitor B,42
A00336,Security,Competitor C,88
A00336,Applications,Competitor B,79
A00336,Integration,Competitor C,70
A00337,AI & ML,Competitor C,22
A00339,Infrastructure,Competitor C,15
A00339,AI & ML,Competitor B,24
A00339,Security,Competitor B,28
A00339,Applications,Competitor D,33
A00340,Analytics & Data,Competitor D,54
A00341,Analytics & Data,Competitor D,31
A00342,Security,Competitor A,55
A00342,Applications,Competitor B,19
A00343,AI & ML,Competitor B,90
A00343,Security,Competitor A,18
A00343,Integration,Competitor B,63
A00344,Security,Competitor D,18
A00345,Database,Competitor D,22
A00345,Analytics & Data,Competitor D,7
A00345,Security,Competitor A,50
A00345,Applications,Competitor C,34
A00347,AI & ML,Competitor A,80
A00347,Security,Competitor B,70
A00347,Applications,Competitor B,28
A00347,Integration,Competitor A,62
A00348,Analytics & Data,Competitor A,67
A00349,Security,Competitor A,61
A00349,Applications,Competitor C,77
A00350,Database,Competitor B,70
A00350,Security,Competitor B,25
A00351,Integration,Competitor A,46
A00352,Infrastructure,Competitor A,41
A00352,Database,Competitor C,29
A00352,AI & ML,Competitor D,19
A00352,Applications,Competitor D,48
A00352,Integration,Competitor B,9
A00353,Integration,Competitor C,17
A00354,AI & ML,Competitor C,21
A00354,Applications,Competitor A,56
A00355,Infrastructure,Competitor D,46
A00355,Analytics & Data,Competitor D,43
A00355,AI & ML,Competitor C,73
A00355,Security,Competitor C,42
A00355,Integration,Competitor A,61
A00356,AI & ML,Competitor A,56
A00358,Infrastructure,Competitor D,71
A00358,Analytics & Data,Competitor A,26
A00359,Security,Competitor D,61
A00360,Infrastructure,Competitor A,31
A00360,AI & ML,Competitor D,31
A00361,Database,Competitor C,37
A00361,Security,Competitor B,75
A00361,Integration,Competitor B,33
A00362,Analytics & Data,Competitor A,69
A00362,Applications,Competitor D,33
A00363,Database,Competitor C,100
A00363,AI & ML,Competitor D,42
