account_id,channel,days_ago
A00011,Website,8
A00011,Campaign,24
A00011,Campaign,11
A00011,Event,14
A00011,Product Page,10
A00011,Campaign,6
A00011,Event,2
A00012,Product Page,56
A00012,Website,55
A00012,Campaign,73
A00012,Product Page,13
A00012,Product Page,69
A00012,Event,75
A00012,Webinar,11
A00012,Website,26
A00012,Campaign,31
A00012,Website,54
A00012,Product Page,39
A00012,Campaign,64
A00012,Event,6
A00012,Product Page,47
A00012,Product Page,22
A00012,Event,62
A00012,Webinar,70
A00012,Webinar,25
A00012,Webinar,66
A00012,Campaign,44
A00012,Webinar,7
A00012,Event,26
A00012,Website,26
A00012,Website,65
A00012,Product Page,43
A00013,Product Page,49
A00013,Website,43
A00013,Website,52
A00013,Event,65
A00013,Event,27
A00013,Webinar,42
A00013,Campaign,7
A00013,Product Page,35
A00013,Website,69
A00013,Campaign,52
A00013,Website,27
A00013,Campaign,57
A00013,Webinar,58
A00013,Campaign,43
A00013,Product Page,27
A00013,Webinar,69
A00013,Product Page,25
A00013,Campaign,53
A00013,Event,10
A00013,Event,20
A00013,Campaign,59
A00013,Campaign,14
A00013,Webinar,46
A00014,Product Page,118
A00014,Webinar,109
A00014,Event,122
A00014,Product Page,77
A00014,Website,175
A00014,Product Page,157
A00014,Campaign,86
A00014,Campaign,39
A00014,Event,132
A00014,Product Page,165
A00014,Campaign,75
A00014,Campaign,180
A00014,Webinar,163
A00014,Event,154
A00014,Webinar,158
A00014,Campaign,40
A00014,Campaign,185
A00014,Product Page,69
A00014,Campaign,114
A00015,Webinar,166
A00015,Event,149
A00015,Campaign,329
A00015,Website,216
A00015,Website,241
A00015,Event,297
A00015,Webinar,101
A00015,Campaign,309
A00016,Event,60
A00016,Webinar,24
A00016,Campaign,32
A00016,Event,51
A00016,Event,8
A00016,Webinar,36
A00016,Event,9
A00016,Event,24
A00016,Webinar,34
A00016,Event,39
A00016,Campaign,42
A00016,Website,72
A00016,Campaign,42
A00016,Product Page,24
A00016,Product Page,72
A00016,Event,17
A00016,Webinar,75
A00016,Campaign,31
A00016,Webinar,38
A00016,Product Page,45
A00016,Product Page,32
A00016,Campaign,52
A00016,Event,54
A00016,Website,34
A00016,Webinar,13
A00016,Webinar,30
A00016,Event,42
A00017,Campaign,19
A00017,Campaign,25
A00017,Product Page,15
A00017,Campaign,8
A00017,Campaign,13
A00017,Product Page,16
A00017,Campaign,7
A00017,Event,8
A00017,Event,16
A00017,Product Page,25
A00017,Webinar,12
A00017,Website,24
A00017,Webinar,20
A00017,Event,22
A00017,Website,14
A00017,Campaign,11
A00017,Campaign,16
A00017,Webinar,5
A00017,Product Page,18
A00017,Website,14
A00017,Event,5
A00017,Campaign,12
A00017,Event,17
A00017,Website,21
A00017,Campaign,16
A00017,Webinar,5
A00018,Campaign,45
A00018,Product Page,49
A00018,Website,7
A00018,Website,18
A00018,Campaign,24
A00018,Product Page,61
A00018,Campaign,59
A00018,Webinar,46
A00018,Campaign,64
A00018,Product Page,24
A00018,Webinar,26
A00018,Webinar,40
A00018,Product Page,26
A00018,Webinar,75
A00018,Product Page,10
A00018,Product Page,63
A00018,Event,31
A00018,Campaign,68
A00018,Event,63
A00018,Campaign,58
A00018,Product Page,6
A00018,Product Page,23
A00019,Product Page,8
A00019,Webinar,6
A00019,Product Page,3
A00019,Product Page,18
A00019,Campaign,14
A00019,Event,9
A00019,Campaign,2
A00019,Website,22
A00019,Event,25
A00019,Campaign,25
A00019,Website,16
A00019,Event,3
A00019,Website,14
A00019,Campaign,6
A00019,Campaign,17
A00019,Event,2
A00019,Website,18
A00019,Campaign,25
A00019,Website,24
A00019,Website,12
A00019,Webinar,9
A00019,Website,14
A00019,Product Page,14
A00019,Product Page,5
A00019,Product Page,11
A00019,Website,25
A00019,Event,3
A00019,Event,2
A00020,Website,49
A00020,Campaign,23
A00020,Website,61
A00020,Event,43
A00020,Event,28
A00020,Campaign,46
A00020,Event,68
A00020,Webinar,42
A00020,Product Page,54
A00020,Event,71
A00020,Webinar,43
A00020,Product Page,37
A00020,Webinar,61
A00020,Event,29
A00020,Campaign,30
A00020,Website,64
A00020,Website,23
A00020,Event,30
A00020,Product Page,55
A00020,Product Page,62
A00020,Website,72
A00020,Event,55
A00020,Website,41
A00020,Campaign,52
A00020,Webinar,12
A00021,Product Page,319
A00021,Campaign,162
A00021,Website,193
A00021,Event,356
A00021,Event,136
A00021,Event,107
A00021,Webinar,309
A00022,Campaign,184
A00022,Website,209
A00022,Campaign,342
A00023,Product Page,19
A00023,Webinar,64
A00023,Product Page,36
A00023,Website,67
A00023,Webinar,13
A00023,Product Page,47
A00023,Website,14
A00023,Campaign,64
A00023,Product Page,10
A00023,Webinar,7
A00023,Website,48
A00023,Website,71
A00023,Product Page,35
A00023,Campaign,18
A00023,Website,51
A00023,Website,40
A00023,Website,36
A00023,Webinar,34
A00023,Campaign,65
A00023,Webinar,25
A00023,Website,71
A00023,Event,39
A00023,Event,19
A00023,Product Page,21
A00024,Campaign,358
A00024,Product Page,284
A00024,Webinar,232
A00024,Webinar,114
A00024,Webinar,168
A00025,Webinar,16
A00025,Product Page,67
A00025,Event,28
A00025,Campaign,58
A00025,Product Page,39
A00025,Event,24
A00025,Campaign,44
A00025,Event,69
A00025,Website,51
A00025,Event,53
A00025,Website,60
A00025,Webinar,72
A00025,Website,20
A00025,Event,58
A00025,Webinar,28
A00025,Campaign,55
A00025,Event,57
A00025,Product Page,42
A00025,Event,65
A00025,Webinar,58
A00025,Campaign,51
A00025,Event,66
A00025,Webinar,12
A00025,Product Page,68
A00025,Webinar,49
A00025,Campaign,65
A00026,Website,189
A00026,Webinar,37
A00026,Campaign,163
A00026,Event,68
A00026,Website,121
A00026,Campaign,69
A00026,Product Page,38
A00026,Product Page,81
A00026,Campaign,43
A00026,Product Page,113
A00026,Product Page,42
A00026,Campaign,147
A00026,Webinar,158
A00026,Campaign,113
A00026,Event,73
A00027,Campaign,321
A00027,Event,157
A00027,Product Page,297
A00028,Event,189
A00028,Campaign,140
A00028,Event,176
A00028,Product Page,347
A00028,Event,313
A00028,Product Page,95
A00029,Campaign,57
A00029,Event,20
A00029,Event,43
A00029,Event,63
A00029,Website,18
A00029,Website,59
A00029,Event,21
A00029,Product Page,70
A00029,Webinar,6
A00029,Campaign,70
A00029,Campaign,17
A00029,Event,20
A00029,Webinar,10
A00029,Event,44
A00029,Event,27
A00029,Webinar,68
A00029,Product Page,67
A00029,Webinar,38
A00029,Website,8
A00029,Website,62
A00029,Campaign,47
A00029,Product Page,30
A00029,Product Page,38
A00029,Product Page,25
A00030,Campaign,348
A00030,Webinar,361
A00030,Campaign,244
A00030,Event,330
A00030,Website,324
A00031,Event,52
A00031,Website,5
A00031,Campaign,54
A00031,Product Page,22
A00031,Webinar,73
A00031,Website,22
A00031,Website,57
A00031,Event,60
A00031,Website,67
A00031,Event,56
A00031,Webinar,47
A00031,Website,33
A00031,Product Page,10
A00031,Webinar,59
A00031,Product Page,18
A00031,Event,67
A00031,Event,43
A00031,Product Page,8
A00031,Website,26
A00031,Webinar,75
A00031,Website,15
A00031,Webinar,26
A00031,Product Page,15
A00031,Webinar,66
A00031,Event,51
A00031,Webinar,16
A00032,Campaign,15
A00032,Webinar,44
A00032,Website,25
A00032,Event,54
A00032,Event,60
A00032,Event,61
A00032,Product Page,62
A00032,Event,75
A00032,Website,9
A00032,Event,45
A00032,Product Page,46
A00032,Website,64
A00032,Webinar,49
A00032,Event,34
A00032,Webinar,51
A00032,Product Page,42
A00032,Campaign,20
A00032,Webinar,64
A00032,Website,45
A00032,Campaign,28
A00032,Campaign,62
A00032,Event,34
A00032,Webinar,19
A00032,Webinar,69
A00032,Website,61
A00032,Website,52
A00033,Website,161
A00033,Campaign,50
A00033,Webinar,101
A00033,Event,189
A00033,Website,153
A00033,Product Page,135
A00033,Event,182
A00033,Product Page,155
A00033,Campaign,162
A00033,Webinar,170
A00033,Campaign,190
A00033,Webinar,144
A00033,Website,63
A00033,Webinar,158
A00033,Campaign,46
A00033,Webinar,187
A00033,Product Page,148
A00033,Product Page,42
A00033,Website,51
A00033,Webinar,168
A00034,Event,182
A00034,Webinar,158
A00034,Website,190
A00034,Product Page,123
A00034,Webinar,81
A00034,Campaign,79
A00034,Campaign,95
A00034,Webinar,79
A00034,Webinar,170
A00034,Event,181
A00034,Product Page,67
A00034,Event,75
A00034,Product Page,144
A00034,Webinar,159
A00035,Website,8
A00035,Campaign,6
A00035,Website,9
A00035,Webinar,48
A00035,Event,5
A00035,Event,14
A00035,Campaign,14
A00035,Campaign,64
A00035,Webinar,63
A00035,Webinar,44
A00035,Website,43
A00035,Webinar,75
A00035,Product Page,45
A00035,Product Page,39
A00035,Campaign,60
A00035,Product Page,73
A00035,Website,6
A00035,Product Page,36
A00035,Event,48
A00035,Event,15
A00035,Product Page,26
A00035,Product Page,28
A00035,Webinar,23
A00035,Event,37
A00035,Webinar,16
A00035,Website,9
A00036,Campaign,113
A00036,Webinar,128
A00036,Website,84
A00036,Website,39
A00036,Event,172
A00036,Event,109
A00036,Webinar,129
A00036,Product Page,142
A00036,Event,130
A00036,Campaign,58
A00036,Event,71
A00036,Event,87
A00036,Product Page,122
A00036,Website,113
A00036,Product Page,156
A00036,Event,79
A00036,Website,48
A00036,Campaign,54
A00037,Campaign,44
A00037,Website,34
A00037,Event,17
A00037,Product Page,14
A00037,Product Page,39
A00037,Webinar,52
A00037,Campaign,53
A00037,Webinar,45
A00037,Product Page,10
A00037,Product Page,18
A00037,Product Page,17
A00037,Event,21
A00037,Product Page,74
A00037,Campaign,48
A00037,Website,11
A00037,Event,15
A00037,Campaign,67
A00037,Campaign,73
A00037,Website,42
A00037,Event,32
A00037,Webinar,35
A00037,Campaign,35
A00037,Product Page,56
A00037,Campaign,44
A00037,Website,24
A00038,Event,43
A00038,Website,67
A00038,Webinar,35
A00038,Event,9
A00038,Campaign,35
A00038,Campaign,40
A00038,Event,34
A00038,Website,50
A00038,Product Page,26
A00038,Event,18
A00038,Event,32
A00038,Campaign,60
A00038,Event,9
A00038,Campaign,48
A00038,Event,40
A00038,Webinar,24
A00038,Website,26
A00038,Product Page,24
A00038,Webinar,26
A00038,Product Page,15
A00038,Campaign,30
A00038,Webinar,50
A00038,Event,40
A00038,Campaign,58
A00039,Event,172
A00039,Product Page,204
A00039,Product Page,253
A00039,Product Page,167
A00039,Event,221
A00039,Product Page,111
A00039,Event,143
A00039,Campaign,253
A00039,Campaign,137
A00039,Event,154
A00040,Website,9
A00040,Website,18
A00040,Webinar,12
A00040,Campaign,24
A00040,Campaign,15
A00040,Webinar,15
A00040,Website,7
A00040,Event,23
A00040,Website,23
A00040,Webinar,5
A00040,Campaign,2
A00040,Webinar,19
A00040,Website,7
A00040,Website,24
A00040,Campaign,14
A00040,Website,21
A00040,Event,3
A00040,Campaign,12
A00040,Webinar,21
A00040,Product Page,13
A00040,Website,3
A00040,Website,14
A00040,Campaign,2
A00040,Website,11
A00040,Product Page,6
A00040,Product Page,3
A00040,Campaign,3
A00040,Website,10
A00041,Event,18
A00041,Website,32
A00041,Website,8
A00041,Event,29
A00041,Website,74
A00041,Event,55
A00041,Website,19
A00041,Website,17
A00041,Event,56
A00041,Webinar,60
A00041,Event,53
A00041,Website,45
A00041,Campaign,21
A00041,Website,13
A00041,Webinar,33
A00041,Website,8
A00041,Website,46
A00041,Event,73
A00041,Event,18
A00041,Webinar,63
A00041,Webinar,52
A00041,Webinar,9
A00041,Webinar,67
A00041,Event,26
A00041,Website,33
A00041,Campaign,20
A00041,Website,8
A00042,Website,25
A00042,Event,9
A00042,Product Page,17
A00042,Campaign,18
A00042,Campaign,2
A00042,Campaign,5
A00042,Webinar,3
A00042,Event,25
A00042,Product Page,4
A00042,Campaign,7
A00042,Campaign,10
A00042,Website,22
A00042,Campaign,14
A00042,Webinar,6
A00042,Campaign,4
A00042,Event,24
A00042,Campaign,12
A00042,Product Page,18
A00042,Webinar,14
A00042,Product Page,19
A00042,Event,11
A00042,Event,7
A00042,Webinar,3
A00042,Campaign,8
A00042,Campaign,8
A00042,Product Page,10
A00042,Webinar,19
A00042,Product Page,21
A00043,Webinar,118
A00043,Event,333
A00043,Webinar,156
A00043,Product Page,104
A00043,Website,352
A00043,Campaign,215
A00043,Product Page,219
A00043,Campaign,363
A00044,Website,2
A00044,Webinar,5
A00044,Campaign,1
A00044,Campaign,4
A00044,Webinar,2
A00044,Product Page,1
A00044,Event,5
A00044,Product Page,6
A00044,Website,5
A00044,Event,5
A00044,Website,5
A00044,Campaign,5
A00044,Webinar,5
A00044,Webinar,1
A00044,Website,6
A00044,Product Page,5
A00044,Website,3
A00044,Website,2
A00044,Product Page,3
A00044,Product Page,2
A00044,Campaign,6
A00044,Website,2
A00044,Product Page,6
A00044,Product Page,5
A00044,Campaign,2
A00044,Webinar,2
A00044,Webinar,5
A00044,Webinar,4
A00045,Webinar,26
A00045,Webinar,17
A00045,Website,55
A00045,Webinar,51
A00045,Webinar,58
A00045,Campaign,67
A00045,Website,24
A00045,Campaign,19
A00045,Event,71
A00045,Product Page,72
A00045,Event,35
A00045,Product Page,17
A00045,Product Page,35
A00045,Product Page,42
A00045,Webinar,57
A00045,Campaign,28
A00045,Product Page,66
A00045,Product Page,45
A00045,Campaign,63
A00045,Product Page,47
A00045,Campaign,48
A00045,Webinar,39
A00045,Campaign,65
A00045,Campaign,65
A00045,Campaign,35
A00045,Event,54
A00045,Website,26
A00046,Webinar,323
A00046,Product Page,220
A00046,Campaign,242
A00046,Webinar,204
A00047,Website,122
A00047,Event,208
A00047,Website,198
A00047,Product Page,329
A00047,Event,244
A00047,Webinar,267
A00047,Webinar,145
A00047,Product Page,140
A00047,Event,105
A00047,Webinar,149
A00048,Product Page,105
A00048,Website,80
A00048,Campaign,164
A00048,Website,160
A00048,Product Page,81
A00048,Campaign,94
A00048,Website,76
A00048,Website,139
A00048,Website,188
A00048,Webinar,88
A00048,Webinar,185
A00048,Event,87
A00048,Event,113
A00048,Website,189
A00049,Campaign,337
A00049,Webinar,300
A00049,Webinar,357
A00049,Webinar,248
A00049,Event,354
A00049,Webinar,175
A00049,Website,168
A00049,Campaign,316
A00050,Campaign,52
A00050,Campaign,73
A00050,Product Page,11
A00050,Product Page,26
A00050,Campaign,45
A00050,Campaign,39
A00050,Webinar,10
A00050,Website,44
A00050,Webinar,30
A00050,Campaign,22
A00050,Product Page,71
A00050,Event,16
A00050,Website,44
A00050,Website,61
A00050,Event,24
A00050,Webinar,53
A00050,Webinar,64
A00050,Product Page,36
A00050,Webinar,40
A00050,Product Page,53
A00050,Campaign,52
A00051,Webinar,19
A00051,Event,66
A00051,Event,47
A00051,Website,71
A00051,Webinar,16
A00051,Event,11
A00051,Campaign,32
A00051,Webinar,18
A00051,Webinar,72
A00051,Website,10
A00051,Webinar,45
A00051,Product Page,28
A00051,Product Page,65
A00051,Campaign,23
A00051,Website,65
A00051,Product Page,72
A00051,Event,69
A00051,Product Page,68
A00051,Campaign,20
A00051,Product Page,26
A00051,Event,40
A00051,Campaign,26
A00051,Website,51
A00051,Product Page,36
A00051,Campaign,7
A00051,Product Page,29
A00052,Campaign,143
A00052,Webinar,92
A00052,Product Page,48
A00052,Campaign,149
A00052,Website,163
A00052,Website,165
A00052,Website,70
A00052,Website,85
A00052,Website,84
A00052,Website,47
A00052,Event,141
A00052,Event,107
A00052,Webinar,172
A00052,Campaign,36
A00053,Website,72
A00053,Website,70
A00053,Event,13
A00053,Product Page,25
A00053,Webinar,41
A00053,Event,11
A00053,Campaign,67
A00053,Campaign,69
A00053,Campaign,39
A00053,Campaign,7
A00053,Webinar,72
A00053,Webinar,58
A00053,Website,20
A00053,Website,55
A00053,Campaign,65
A00053,Webinar,47
A00053,Website,33
A00053,Website,37
A00053,Campaign,6
A00053,Product Page,33
A00053,Campaign,5
A00053,Website,24
A00053,Product Page,19
A00053,Event,27
A00053,Event,69
A00053,Event,34
A00054,Event,175
A00054,Campaign,61
A00054,Website,111
A00054,Product Page,171
A00054,Webinar,164
A00054,Event,133
A00054,Product Page,114
A00054,Website,41
A00054,Webinar,163
A00054,Campaign,81
A00054,Webinar,74
A00054,Webinar,71
A00054,Product Page,108
A00054,Website,82
A00054,Event,171
A00054,Event,125
A00054,Product Page,45
A00055,Website,82
A00055,Campaign,137
A00055,Product Page,60
A00055,Website,140
A00055,Event,186
A00055,Campaign,131
A00055,Event,118
A00055,Event,132
A00055,Webinar,55
A00055,Event,151
A00055,Webinar,153
A00055,Website,154
A00055,Campaign,175
A00055,Product Page,83
A00055,Product Page,58
A00055,Product Page,87
A00055,Product Page,121
A00055,Webinar,138
A00055,Product Page,72
A00056,Website,133
A00056,Campaign,122
A00056,Event,141
A00056,Webinar,106
A00056,Product Page,44
A00056,Website,175
A00056,Campaign,55
A00056,Campaign,166
A00056,Webinar,49
A00056,Campaign,108
A00056,Product Page,173
A00056,Campaign,128
A00056,Event,133
A00056,Product Page,79
A00056,Webinar,104
A00056,Website,37
A00057,Product Page,15
A00057,Campaign,26
A00057,Campaign,26
A00057,Website,69
A00057,Website,28
A00057,Event,34
A00057,Campaign,26
A00057,Website,27
A00057,Product Page,16
A00057,Event,9
A00057,Website,13
A00057,Website,31
A00057,Event,56
A00057,Website,17
A00057,Campaign,65
A00057,Campaign,5
A00057,Webinar,57
A00057,Website,28
A00057,Event,74
A00057,Website,8
A00057,Event,17
A00058,Event,108
A00058,Event,109
A00058,Website,93
A00058,Webinar,170
A00058,Event,65
A00058,Website,49
A00058,Campaign,38
A00058,Event,37
A00058,Website,121
A00058,Event,133
A00058,Event,83
A00058,Website,52
A00058,Website,123
A00058,Event,62
A00058,Website,132
A00058,Event,175
A00058,Product Page,162
A00058,Product Page,107
A00059,Campaign,345
A00059,Webinar,104
A00059,Campaign,161
A00059,Website,181
A00059,Website,251
A00059,Event,241
A00059,Product Page,234
A00059,Website,174
A00059,Event,303
A00060,Website,280
A00060,Event,279
A00060,Webinar,197
A00060,Event,299
A00060,Website,352
A00060,Website,216
A00060,Product Page,249
A00060,Website,267
A00061,Website,171
A00061,Campaign,93
A00061,Product Page,76
A00061,Event,56
A00061,Product Page,101
A00061,Campaign,121
A00061,Campaign,105
A00061,Event,66
A00061,Website,70
A00061,Website,48
A00061,Product Page,153
A00061,Product Page,148
A00061,Webinar,86
A00061,Website,80
A00061,Website,129
A00061,Website,144
A00061,Product Page,139
A00061,Product Page,121
A00061,Campaign,168
A00061,Product Page,40
A00062,Product Page,19
A00062,Website,19
A00062,Product Page,24
A00062,Webinar,22
A00062,Event,10
A00062,Product Page,3
A00062,Webinar,2
A00062,Product Page,17
A00062,Campaign,4
A00062,Campaign,8
A00062,Webinar,9
A00062,Webinar,10
A00062,Product Page,16
A00062,Website,25
A00062,Product Page,4
A00062,Event,10
A00062,Event,10
A00062,Campaign,19
A00062,Webinar,6
A00062,Webinar,19
A00062,Webinar,11
A00062,Website,16
A00062,Website,5
A00062,Website,2
A00062,Webinar,21
A00062,Webinar,25
A00062,Product Page,18
A00062,Event,8
A00063,Product Page,172
A00063,Webinar,122
A00063,Webinar,182
A00063,Campaign,330
A00063,Website,102
A00063,Event,358
A00063,Webinar,196
A00064,Campaign,131
A00064,Product Page,251
A00064,Campaign,212
A00064,Webinar,234
A00064,Campaign,302
A00064,Campaign,310
A00065,Product Page,98
A00065,Product Page,141
A00065,Website,104
A00065,Webinar,55
A00065,Product Page,175
A00065,Product Page,126
A00065,Product Page,69
A00065,Webinar,87
A00065,Campaign,54
A00065,Campaign,181
A00065,Website,122
A00065,Website,57
A00065,Website,162
A00065,Product Page,99
A00065,Product Page,154
A00065,Website,173
A00065,Event,61
A00065,Product Page,145
A00065,Campaign,63
A00066,Product Page,186
A00066,Website,244
A00066,Website,287
A00066,Product Page,249
A00066,Event,205
A00066,Website,193
A00066,Webinar,342
A00067,Website,3
A00067,Website,22
A00067,Event,11
A00067,Product Page,10
A00067,Webinar,10
A00067,Event,24
A00067,Campaign,5
A00067,Event,22
A00067,Website,20
A00067,Event,11
A00067,Product Page,15
A00067,Product Page,6
A00067,Website,14
A00067,Website,8
A00067,Campaign,19
A00067,Website,16
A00067,Webinar,4
A00067,Campaign,22
A00067,Webinar,3
A00067,Website,5
A00067,Event,20
A00067,Product Page,8
A00067,Webinar,9
A00067,Event,7
A00067,Product Page,19
A00067,Webinar,25
A00067,Webinar,23
A00068,Website,12
A00068,Product Page,65
A00068,Product Page,64
A00068,Webinar,46
A00068,Website,11
A00068,Campaign,48
A00068,Product Page,61
A00068,Event,59
A00068,Product Page,69
A00068,Event,51
A00068,Website,66
A00068,Event,56
A00068,Product Page,68
A00068,Webinar,41
A00068,Campaign,19
A00068,Webinar,16
A00068,Webinar,41
A00068,Campaign,69
A00068,Campaign,72
A00068,Website,69
A00068,Webinar,30
A00068,Website,51
A00068,Webinar,29
A00068,Webinar,42
A00069,Campaign,54
A00069,Product Page,37
A00069,Webinar,24
A00069,Webinar,34
A00069,Product Page,71
A00069,Event,8
A00069,Campaign,42
A00069,Website,44
A00069,Event,18
A00069,Product Page,18
A00069,Event,65
A00069,Webinar,62
A00069,Website,68
A00069,Campaign,55
A00069,Campaign,33
A00069,Campaign,27
A00069,Campaign,15
A00069,Website,59
A00069,Website,36
A00069,Campaign,19
A00069,Webinar,12
A00069,Webinar,34
A00069,Campaign,66
A00070,Event,13
A00070,Product Page,56
A00070,Webinar,56
A00070,Product Page,63
A00070,Website,54
A00070,Event,70
A00070,Event,9
A00070,Product Page,9
A00070,Product Page,16
A00070,Event,29
A00070,Product Page,40
A00070,Website,66
A00070,Webinar,35
A00070,Product Page,11
A00070,Webinar,59
A00070,Campaign,11
A00070,Campaign,55
A00070,Product Page,44
A00070,Event,38
A00070,Event,22
A00070,Event,43
A00070,Website,29
A00070,Product Page,19
A00070,Product Page,60
A00070,Product Page,20
A00071,Event,21
A00071,Website,25
A00071,Product Page,43
A00071,Event,52
A00071,Webinar,17
A00071,Website,8
A00071,Website,73
A00071,Website,34
A00071,Product Page,53
A00071,Webinar,18
A00071,Campaign,10
A00071,Website,19
A00071,Campaign,62
A00071,Website,35
A00071,Campaign,62
A00071,Event,56
A00071,Product Page,56
A00071,Website,54
A00071,Product Page,5
A00071,Campaign,46
A00071,Campaign,54
A00071,Campaign,24
A00071,Website,22
A00071,Product Page,20
A00071,Product Page,73
A00071,Event,54
A00071,Campaign,17
A00072,Campaign,64
A00072,Event,143
A00072,Product Page,177
A00072,Campaign,138
A00072,Campaign,138
A00072,Event,140
A00072,Campaign,157
A00072,Event,89
A00072,Product Page,126
A00072,Website,71
A00072,Webinar,159
A00072,Event,49
A00072,Webinar,156
A00073,Event,58
A00073,Website,166
A00073,Campaign,188
A00073,Campaign,114
A00073,Webinar,155
A00073,Event,154
A00073,Website,42
A00073,Product Page,161
A00073,Event,179
A00073,Webinar,85
A00073,Webinar,124
A00073,Event,42
A00073,Campaign,51
A00074,Campaign,101
A00074,Product Page,219
A00074,Website,354
A00074,Website,332
A00074,Webinar,334
A00074,Website,365
A00074,Event,248
A00074,Event,174
A00075,Event,41
A00075,Product Page,19
A00075,Website,55
A00075,Webinar,65
A00075,Product Page,35
A00075,Website,55
A00075,Event,62
A00075,Campaign,39
A00075,Website,70
A00075,Webinar,42
A00075,Webinar,10
A00075,Website,41
A00075,Product Page,47
A00075,Event,64
A00075,Product Page,31
A00075,Event,49
A00075,Product Page,37
A00075,Campaign,8
A00075,Webinar,57
A00075,Product Page,44
A00075,Campaign,70
A00075,Webinar,55
A00075,Campaign,42
A00075,Campaign,44
A00075,Webinar,69
A00076,Event,214
A00076,Website,127
A00076,Event,313
A00076,Product Page,225
A00076,Campaign,143
A00077,Webinar,2
A00077,Event,24
A00077,Event,8
A00077,Event,17
A00077,Product Page,3
A00077,Event,9
A00077,Website,7
A00077,Campaign,24
A00077,Product Page,24
A00077,Website,10
A00077,Campaign,14
A00077,Event,21
A00077,Webinar,2
A00077,Campaign,5
A00077,Campaign,7
A00077,Website,10
A00077,Webinar,22
A00077,Webinar,16
A00077,Website,12
A00077,Event,14
A00077,Campaign,12
A00077,Campaign,20
A00077,Website,8
A00077,Product Page,13
A00077,Campaign,24
A00077,Product Page,12
A00078,Event,54
A00078,Event,65
A00078,Campaign,73
A00078,Product Page,43
A00078,Webinar,27
A00078,Webinar,16
A00078,Campaign,72
A00078,Webinar,62
A00078,Webinar,11
A00078,Website,58
A00078,Website,36
A00078,Webinar,71
A00078,Campaign,13
A00078,Event,64
A00078,Webinar,74
A00078,Webinar,6
A00078,Webinar,11
A00078,Product Page,45
