account_id,product_family,amount,status,weighted_amount
A00102,Infrastructure,772082,Closed,0.0
A00102,Integration,2017349,Lost,0.0
A00103,Database,539572,Won,0.0
A00103,Analytics & Data,2050690,Lost,0.0
A00106,Integration,1185539,Lost,0.0
A00107,Analytics & Data,693012,Won,0.0
A00108,AI & ML,4037393,Closed,0.0
A00110,Security,584250,Lost,0.0
A00111,Integration,8115854,Closed,0.0
A00112,Analytics & Data,1424520,Lost,0.0
A00112,AI & ML,356707,Won,0.0
A00113,Database,1542604,Won,0.0
A00116,Applications,481292,Won,0.0
A00120,AI & ML,2557467,Lost,0.0
A00120,Security,2427554,Lost,0.0
A00121,Infrastructure,1760923,Lost,0.0
A00126,Database,373747,Lost,0.0
A00126,Integration,2537957,Closed,0.0
A00127,Infrastructure,862786,Lost,0.0
A00129,AI & ML,582484,Won,0.0
A00131,AI & ML,1496060,Won,0.0
A00133,Database,2399302,Lost,0.0
A00133,Security,2446287,Won,0.0
A00137,Infrastructure,778449,Closed,0.0
A00138,Infrastructure,500992,Lost,0.0
A00139,Integration,467793,Lost,0.0
A00140,Integration,1081503,Lost,0.0
A00141,AI & ML,738588,Lost,0.0
A00143,Infrastructure,750148,Closed,0.0
A00143,Database,605288,Lost,0.0
A00146,Infrastructure,3055556,Lost,0.0
A00149,Infrastructure,3075115,Lost,0.0
A00156,Database,4025670,Won,0.0
A00159,AI & ML,982453,Won,0.0
A00160,Infrastructure,701486,Won,0.0
A00160,AI & ML,1359059,Won,0.0
A00161,Security,736329,Lost,0.0
A00161,Applications,1549334,Won,0.0
A00162,Database,2192602,Lost,0.0
A00163,Database,2535956,Lost,0.0
A00163,Integration,3508219,Won,0.0
A00164,Security,541250,Lost,0.0
A00165,Applications,3068130,Lost,0.0
A00168,Security,1850403,Won,0.0
A00170,AI & ML,473274,Won,0.0
A00171,Infrastructure,1505856,Closed,0.0
A00171,Analytics & Data,993303,Lost,0.0
A00172,Analytics & Data,996027,Won,0.0
A00174,Analytics & Data,693024,Won,0.0
A00176,AI & ML,750447,Lost,0.0
A00178,Database,4094248,Won,0.0
A00179,Analytics & Data,1740684,Won,0.0
A00179,AI & ML,1049433,Won,0.0
A00182,AI & ML,1371662,Won,0.0
A00186,Integration,2608295,Lost,0.0
A00187,Analytics & Data,1209321,Lost,0.0
A00187,AI & ML,555894,Won,0.0
A00189,AI & ML,2960220,Won,0.0
A00191,Analytics & Data,545037,Lost,0.0
A00191,Security,1351994,Won,0.0
A00192,Applications,1160040,Lost,0.0
A00195,Analytics & Data,2346614,Lost,0.0
A00198,Infrastructure,400248,Won,0.0
A00199,Analytics & Data,1676728,Closed,0.0
A00200,AI & ML,1159181,Won,0.0
A00201,Analytics & Data,2300082,Won,0.0
A00202,Database,3365403,Won,0.0
A00203,Analytics & Data,7771803,Lost,0.0
A00205,Analytics & Data,3475109,Lost,0.0
A00206,Applications,2670641,Lost,0.0
A00207,AI & ML,306366,Lost,0.0
A00208,Analytics & Data,492332,Closed,0.0
A00210,Database,1080207,Lost,0.0
A00210,AI & ML,1709062,Won,0.0
A00212,AI & ML,591927,Lost,0.0
A00212,Integration,1707083,Lost,0.0
A00214,Applications,1318640,Closed,0.0
A00216,Database,1306293,Closed,0.0
A00217,Analytics & Data,1992992,Closed,0.0
A00217,AI & ML,1368323,Closed,0.0
A00220,Applications,1631051,Closed,0.0
A00221,Infrastructure,6153618,Won,0.0
A00221,Integration,1316276,Closed,0.0
A00222,Database,1843475,Lost,0.0
A00226,Integration,958112,Lost,0.0
A00227,Analytics & Data,2652247,Won,0.0
A00227,Security,2096508,Lost,0.0
A00227,Integration,766277,Lost,0.0
A00230,Analytics & Data,2311028,Lost,0.0
A00230,AI & ML,482753,Won,0.0
A00230,Security,493860,Lost,0.0
A00231,Analytics & Data,1024004,Won,0.0
A00232,AI & ML,1438538,Lost,0.0
A00234,Security,850241,Lost,0.0
A00234,Integration,1891659,Won,0.0
A00236,Security,834302,Lost,0.0
A00236,Integration,1529488,Closed,0.0
A00238,AI & ML,1268292,Won,0.0
A00239,Applications,908993,Won,0.0
A00241,Security,2919300,Closed,0.0
A00244,Applications,2300073,Closed,0.0
A00245,Infrastructure,859452,Closed,0.0
A00245,Applications,1311414,Lost,0.0
A00250,Applications,2933014,Lost,0.0
A00252,AI & ML,1190006,Won,0.0
A00252,Integration,2304187,Closed,0.0
A00253,Database,828744,Lost,0.0
A00254,Applications,3626745,Won,0.0
A00255,Infrastructure,288603,Lost,0.0
A00255,Applications,3360140,Closed,0.0
A00256,Database,2276860,Lost,0.0
A00257,Database,2301597,Closed,0.0
A00258,AI & ML,1116319,Lost,0.0
A00259,Infrastructure,806264,Won,0.0
A00260,Infrastructure,565407,Lost,0.0
A00260,Database,2232604,Closed,0.0
A00261,AI & ML,1472284,Won,0.0
A00261,Applications,362253,Won,0.0
A00264,Analytics & Data,537060,Lost,0.0
A00267,Infrastructure,1043005,Closed,0.0
A00267,AI & ML,3561386,Won,0.0
A00271,Analytics & Data,2332794,Won,0.0
A00273,Applications,1931300,Closed,0.0
A00276,AI & ML,338660,Won,0.0
A00278,Infrastructure,256534,Lost,0.0
A00280,Security,394879,Closed,0.0
A00282,Security,787924,Lost,0.0
A00285,AI & ML,1296347,Lost,0.0
A00286,Applications,299333,Won,0.0
A00287,AI & ML,1034531,Won,0.0
A00288,Database,371342,Won,0.0
A00288,Applications,1354054,Closed,0.0
A00289,Database,4561684,Lost,0.0
A00290,Integration,1761908,Lost,0.0
A00291,AI & ML,4867444,Lost,0.0
A00292,AI & ML,893559,Won,0.0
A00295,Database,1597840,Closed,0.0
A00295,AI & ML,3728824,Closed,0.0
A00299,Database,1721009,Won,0.0
A00300,Security,4425603,Lost,0.0
A00304,Database,2520146,Lost,0.0
A00310,Infrastructure,886269,Lost,0.0
A00310,AI & ML,1323816,Closed,0.0
A00311,Analytics & Data,3336858,Closed,0.0
A00311,Security,879669,Lost,0.0
A00315,Integration,1076615,Lost,0.0
A00319,Infrastructure,3125402,Lost,0.0
A00320,Analytics & Data,463014,Won,0.0
A00320,Applications,1137104,Lost,0.0
A00323,Analytics & Data,1802267,Lost,0.0
A00324,Analytics & Data,2901627,Closed,0.0
A00326,Analytics & Data,2457891,Lost,0.0
A00326,AI & ML,1680381,Won,0.0
A00327,Infrastructure,2010970,Closed,0.0
A00329,Analytics & Data,2111284,Won,0.0
A00330,Database,2568006,Won,0.0
A00331,Applications,909917,Lost,0.0
A00333,Database,3099900,Closed,0.0
A00333,AI & ML,2762213,Lost,0.0
A00334,Infrastructure,1193050,Lost,0.0
A00334,Applications,3209738,Closed,0.0
A00335,Security,2224580,Lost,0.0
A00335,Integration,773120,Lost,0.0
A00336,Security,1428134,Won,0.0
A00336,Applications,2278771,Won,0.0
A00336,Integration,2140212,Lost,0.0
A00337,Infrastructure,1150964,Won,0.0
A00337,Analytics & Data,4069814,Lost,0.0
A00337,Integration,552869,Lost,0.0
A00341,Database,679891,Lost,0.0
A00342,Infrastructure,1690314,Closed,0.0
A00342,AI & ML,349057,Lost,0.0
A00343,AI & ML,3439648,Lost,0.0
A00343,Integration,2318730,Closed,0.0
A00344,AI & ML,1638666,Lost,0.0
A00345,Security,2453036,Won,0.0
A00347,Applications,539123,Closed,0.0
A00348,Infrastructure,2791322,Won,0.0
A00348,Analytics & Data,2164935,Won,0.0
A00349,Integration,399174,Won,0.0
A00353,AI & ML,2909800,Lost,0.0
A00356,Infrastructure,884210,Won,0.0
A00356,Integration,913038,Won,0.0
A00359,Applications,685019,Lost,0.0
A00361,Analytics & Data,690180,Won,0.0
A00362,Database,1658234,Closed,0.0
A00364,Infrastructure,980165,Won,0.0
A00364,Database,1501481,Lost,0.0
A00366,Applications,4685397,Won,0.0
A00367,Database,1529770,Won,0.0
A00367,AI & ML,1684149,Lost,0.0
A00368,Analytics & Data,1087638,Lost,0.0
A00368,AI & ML,1261669,Lost,0.0
A00369,Integration,810681,Won,0.0
A00370,Infrastructure,1065964,Won,0.0
A00370,Database,598315,Lost,0.0
A00372,Security,2179954,Lost,0.0
A00373,Applications,1404573,Won,0.0
A00374,AI & ML,3475303,Lost,0.0
A00376,Applications,4010730,Won,0.0
A00379,Database,1973955,Won,0.0
A00380,Infrastructure,1157015,Won,0.0
A00381,AI & ML,2703794,Won,0.0
A00382,AI & ML,977544,Won,0.0
A00385,AI & ML,1350070,Won,0.0
A00386,Integration,802094,Lost,0.0
A00387,Applications,4526153,Won,0.0
A00391,Database,3389051,Closed,0.0
A00392,Infrastructure,1041499,Won,0.0
A00392,Analytics & Data,3411402,Lost,0.0
A00393,Analytics & Data,363330,Closed,0.0
A00396,Infrastructure,1389496,Lost,0.0
A00397,Applications,4029120,Won,0.0
A00400,Analytics & Data,736990,Closed,0.0
A00400,Applications,2097443,Lost,0.0
A00400,Integration,497681,Closed,0.0
A00405,Database,3400689,Won,0.0
A00405,Analytics & Data,2200462,Lost,0.0
A00407,Analytics & Data,1812452,Lost,0.0
A00409,Applications,2777070,Won,0.0
A00409,Integration,1246414,Closed,0.0
A00413,Security,1018244,Won,0.0
A00414,AI & ML,1142030,Closed,0.0
A00415,Infrastructure,1354689,Won,0.0
A00417,Integration,1342392,Won,0.0
A00419,Analytics & Data,1242711,Won,0.0
A00420,Integration,1036966,Lost,0.0
A00421,Integration,1525764,Won,0.0
A00423,Security,3000915,Lost,0.0
A00423,Applications,1311127,Lost,0.0
A00424,Analytics & Data,537395,Lost,0.0
A00425,Applications,2151756,Lost,0.0
A00430,Integration,1095230,Won,0.0
A00432,Integration,1209278,Won,0.0
A00434,AI & ML,973547,Won,0.0
A00436,Database,1274961,Closed,0.0
A00436,AI & ML,625586,Lost,0.0
A00437,AI & ML,1611998,Lost,0.0
A00437,Applications,974284,Won,0.0
A00438,Security,1696844,Won,0.0
A00441,AI & ML,1474863,Won,0.0
A00441,Applications,1114584,Lost,0.0
A00442,AI & ML,791995,Won,0.0
A00447,Integration,2994916,Won,0.0
A00451,AI & ML,701601,Won,0.0
A00453,Infrastructure,503213,Lost,0.0
A00455,Analytics & Data,1782908,Won,0.0
A00455,Integration,2784615,Lost,0.0
A00456,Applications,1426172,Won,0.0
A00459,AI & ML,5231552,Lost,0.0
A00462,Database,1362007,Lost,0.0
A00465,Database,5256803,Won,0.0
A00468,Analytics & Data,678209,Lost,0.0
A00468,Security,3857795,Closed,0.0
A00472,Infrastructure,626702,Won,0.0
A00472,Analytics & Data,2761200,Lost,0.0
A00473,AI & ML,2609426,Lost,0.0
A00473,Integration,8746793,Won,0.0
A00474,Analytics & Data,1624195,Won,0.0
A00475,Analytics & Data,2319538,Won,0.0
A00477,Infrastructure,2052448,Closed,0.0
A00479,AI & ML,1157032,Won,0.0
A00479,Applications,3760978,Won,0.0
A00479,Integration,498435,Closed,0.0
A00480,Integration,3264455,Lost,0.0
A00481,Database,4252818,Won,0.0
A00482,Security,676663,Lost,0.0
A00482,Applications,660581,Closed,0.0
A00483,Infrastructure,699754,Lost,0.0
A00487,Security,1359633,Won,0.0
A00487,Applications,2415011,Won,0.0
A00489,Infrastructure,1139394,Won,0.0
A00490,Applications,1518656,Won,0.0
A00491,Analytics & Data,2220334,Won,0.0
A00491,AI & ML,1222823,Won,0.0
A00492,Analytics & Data,2704732,Won,0.0
A00492,Security,607407,Closed,0.0
A00493,Database,5029614,Lost,0.0
A00493,Integration,1361895,Lost,0.0
A00494,Applications,239973,Won,0.0
A00500,Database,4551533,Won,0.0
A00501,Infrastructure,2997854,Closed,0.0
A00501,AI & ML,1156113,Won,0.0
A00501,Applications,1416675,Lost,0.0
A00503,Database,782563,Lost,0.0
A00505,Applications,580147,Closed,0.0
A00506,Security,690633,Lost,0.0
A00507,AI & ML,854154,Lost,0.0
A00510,Database,774148,Won,0.0
A00510,Security,1715216,Lost,0.0
A00512,Analytics & Data,1317775,Won,0.0
A00514,Applications,1696080,Won,0.0
A00516,Analytics & Data,1948835,Won,0.0
A00517,Analytics & Data,1745406,Closed,0.0
A00517,Security,556569,Won,0.0
A00518,AI & ML,3098115,Won,0.0
A00519,Analytics & Data,1167933,Won,0.0
A00519,Integration,445711,Won,0.0
A00520,Database,1146994,Closed,0.0
A00522,Database,702862,Closed,0.0
A00525,Integration,1735244,Won,0.0
A00527,AI & ML,801147,Won,0.0
A00528,Database,625932,Lost,0.0
A00528,Applications,961274,Won,0.0
A00529,Applications,1563226,Won,0.0
A00530,Database,5259431,Lost,0.0
A00531,Analytics & Data,742775,Won,0.0
A00533,AI & ML,1083456,Closed,0.0
A00533,Security,1477748,Lost,0.0
A00534,AI & ML,895349,Lost,0.0
A00535,Analytics & Data,2033141,Lost,0.0
A00538,Analytics & Data,966519,Won,0.0
A00538,Security,564025,Lost,0.0
A00539,Analytics & Data,4749136,Lost,0.0
A00540,Database,497343,Lost,0.0
A00545,Infrastructure,1225392,Lost,0.0
A00546,Analytics & Data,832886,Won,0.0
A00546,AI & ML,290743,Lost,0.0
A00547,Security,414147,Lost,0.0
A00548,Infrastructure,3731085,Lost,0.0
A00548,Analytics & Data,1806972,Lost,0.0
A00551,Database,242393,Won,0.0
A00553,Database,2935638,Won,0.0
A00554,Security,4748595,Lost,0.0
A00556,Security,2616952,Won,0.0
A00558,Database,4728961,Lost,0.0
A00559,Security,892501,Closed,0.0
A00559,Applications,2239279,Lost,0.0
A00561,Security,1093244,Won,0.0
A00564,Infrastructure,3170762,Won,0.0
A00565,Infrastructure,1126230,Lost,0.0
A00565,AI & ML,873638,Closed,0.0
A00572,Applications,396107,Won,0.0
A00574,Security,2120457,Won,0.0
A00574,Applications,848267,Won,0.0
A00575,Database,2553833,Won,0.0
A00576,Security,1131684,Lost,0.0
A00580,Database,1464826,Won,0.0
A00584,Database,1536553,Lost,0.0
A00584,Security,1915927,Closed,0.0
A00585,AI & ML,3058520,Won,0.0
A00586,Database,1259165,Lost,0.0
A00591,Analytics & Data,422255,Won,0.0
A00592,Database,3625963,Lost,0.0
A00593,Database,647034,Won,0.0
A00595,Applications,1088214,Lost,0.0
A00596,Analytics & Data,904127,Lost,0.0
A00598,Infrastructure,4024796,Closed,0.0
A00601,Database,2667923,Lost,0.0
A00602,Database,1135476,Won,0.0
A00604,Database,1994830,Closed,0.0
A00605,Analytics & Data,1166545,Won,0.0
A00605,Integration,3696805,Lost,0.0
A00606,Applications,3294853,Lost,0.0
A00607,Integration,1804080,Lost,0.0
A00609,Security,895921,Won,0.0
A00610,Security,687009,Won,0.0
A00613,Database,1352116,Won,0.0
A00613,Integration,551847,Lost,0.0
A00621,Applications,1296238,Closed,0.0
A00622,Infrastructure,213891,Lost,0.0
A00624,AI & ML,1537147,Won,0.0
A00628,Database,2282872,Closed,0.0
A00628,Security,10000593,Won,0.0
A00628,Applications,334100,Closed,0.0
A00631,Security,2510023,Lost,0.0
A00633,Integration,800246,Closed,0.0
A00634,Infrastructure,2335176,Won,0.0
A00635,Analytics & Data,1840511,Won,0.0
A00636,Database,1222481,Won,0.0
A00640,Analytics & Data,988205,Closed,0.0
A00640,Integration,834796,Lost,0.0
A00642,Applications,798486,Won,0.0
A00644,Analytics & Data,7436631,Lost,0.0
A00644,AI & ML,3313267,Lost,0.0
A00645,Integration,318881,Lost,0.0
A00647,Analytics & Data,2889003,Lost,0.0
A00650,Database,2294088,Lost,0.0
A00650,Analytics & Data,743756,Closed,0.0
A00651,Analytics & Data,1361788,Lost,0.0
A00656,AI & ML,267874,Lost,0.0
A00656,Integration,416034,Lost,0.0
A00661,Infrastructure,1292780,Won,0.0
A00663,AI & ML,2007234,Won,0.0
A00663,Security,3341410,Lost,0.0
A00663,Applications,3351787,Won,0.0
A00664,Applications,9273318,Closed,0.0
A00665,Database,1333515,Closed,0.0
A00665,Security,1855808,Won,0.0
A00668,Analytics & Data,1277782,Won,0.0
A00668,Security,644616,Closed,0.0
A00668,Applications,1721213,Closed,0.0
A00670,Infrastructure,1909786,Lost,0.0
A00671,Security,1832001,Lost,0.0
A00672,Analytics & Data,648489,Lost,0.0
A00674,Database,689460,Won,0.0
A00675,AI & ML,4126187,Won,0.0
A00675,Integration,666224,Lost,0.0
A00677,Analytics & Data,248291,Closed,0.0
A00686,Applications,2044601,Lost,0.0
A00687,Integration,2345756,Closed,0.0
A00689,Infrastructure,957668,Won,0.0
A00690,Integration,4590128,Lost,0.0
A00691,Infrastructure,2211530,Lost,0.0
A00691,Analytics & Data,2060531,Lost,0.0
A00691,Integration,827619,Closed,0.0
A00693,AI & ML,1010468,Won,0.0
A00694,Database,2612443,Lost,0.0
A00695,AI & ML,8051582,Lost,0.0
A00697,AI & ML,5508305,Won,0.0
A00698,AI & ML,2435441,Won,0.0
A00698,Security,498250,Closed,0.0
A00699,Applications,1811758,Closed,0.0
A00701,Infrastructure,274718,Lost,0.0
A00701,Analytics & Data,660627,Lost,0.0
A00701,Applications,3515526,Lost,0.0
A00702,Analytics & Data,1321033,Lost,0.0
A00702,Integration,234334,Won,0.0
A00704,AI & ML,2843928,Lost,0.0
A00706,AI & ML,1398601,Lost,0.0
A00707,Infrastructure,2151530,Won,0.0
A00709,Security,1996224,Won,0.0
A00714,Infrastructure,1324988,Lost,0.0
A00714,Applications,3333664,Lost,0.0
A00717,AI & ML,612787,Won,0.0
A00718,Infrastructure,6344726,Won,0.0
A00718,AI & ML,1737500,Lost,0.0
A00718,Security,786024,Won,0.0
A00718,Applications,3829400,Won,0.0
A00720,Analytics & Data,2585347,Lost,0.0
A00720,AI & ML,1336497,Lost,0.0
A00724,Infrastructure,3569417,Lost,0.0
A00725,Infrastructure,301097,Lost,0.0
A00725,Analytics & Data,861633,Won,0.0
A00726,AI & ML,2682577,Won,0.0
A00727,Infrastructure,2294721,Closed,0.0
A00727,Applications,499860,Won,0.0
A00728,AI & ML,1212452,Won,0.0
A00731,Infrastructure,1145463,Won,0.0
A00731,Analytics & Data,5456231,Lost,0.0
A00731,AI & ML,290258,Won,0.0
A00732,Infrastructure,1018936,Lost,0.0
A00733,Integration,2045352,Lost,0.0
A00736,Infrastructure,1789368,Closed,0.0
A00736,Database,3633655,Won,0.0
A00736,Applications,819389,Won,0.0
A00737,Database,2476536,Lost,0.0
A00738,Infrastructure,3828949,Lost,0.0
A00739,AI & ML,2226721,Won,0.0
A00740,Infrastructure,1571229,Lost,0.0
A00743,AI & ML,1811139,Closed,0.0
A00744,Database,2587647,Won,0.0
A00744,Applications,2669046,Lost,0.0
A00745,AI & ML,1537492,Lost,0.0
A00746,Analytics & Data,1589399,Won,0.0
A00746,Integration,2664580,Lost,0.0
A00749,Security,161701,Won,0.0
A00750,AI & ML,806196,Closed,0.0
A00751,Integration,1025454,Lost,0.0
A00754,Infrastructure,937568,Lost,0.0
A00754,Database,1249218,Closed,0.0
A00755,AI & ML,727777,Lost,0.0
A00759,Analytics & Data,1386640,Lost,0.0
A00760,Database,1394335,Lost,0.0
A00760,AI & ML,5574249,Won,0.0
A00760,Integration,767052,Lost,0.0
A00763,Integration,1559416,Lost,0.0
A00765,Integration,934011,Won,0.0
A00766,Infrastructure,335238,Won,0.0
A00766,AI & ML,695713,Closed,0.0
A00769,Infrastructure,918921,Won,0.0
A00772,Security,370900,Closed,0.0
A00774,Integration,741330,Lost,0.0
A00776,Infrastructure,2410317,Lost,0.0
A00776,Analytics & Data,2116284,Won,0.0
A00776,AI & ML,1306168,Won,0.0
A00776,Applications,903006,Won,0.0
A00777,Security,1129820,Won,0.0
A00778,Infrastructure,605193,Lost,0.0
A00778,AI & ML,3939703,Lost,0.0
A00780,Infrastructure,1656054,Won,0.0
A00780,Integration,1139405,Won,0.0
A00781,AI & ML,2248430,Lost,0.0
A00783,Security,3204689,Lost,0.0
A00784,Infrastructure,1188885,Lost,0.0
A00785,AI & ML,872685,Won,0.0
A00786,Integration,1248640,Won,0.0
A00788,Database,3603896,Won,0.0
A00788,Analytics & Data,1731287,Lost,0.0
A00789,Analytics & Data,7200842,Lost,0.0
A00789,Security,496653,Lost,0.0
A00789,Applications,1880081,Won,0.0
A00791,Infrastructure,8755341,Lost,0.0
A00791,AI & ML,2053151,Closed,0.0
A00792,Integration,397299,Won,0.0
A00793,Database,2916157,Lost,0.0
A00797,Database,1688249,Closed,0.0
A00797,AI & ML,467028,Lost,0.0
A00799,Infrastructure,4608905,Closed,0.0
A00799,Applications,1118039,Won,0.0
A00803,Infrastructure,3224527,Closed,0.0
A00806,Security,612868,Won,0.0
A00808,Database,2055992,Won,0.0
A00809,Database,2433319,Closed,0.0
A00809,AI & ML,900329,Won,0.0
A00813,AI & ML,843531,Lost,0.0
A00813,Security,264217,Lost,0.0
A00814,Infrastructure,3631962,Lost,0.0
A00814,Integration,5095565,Won,0.0
A00815,Database,3026982,Won,0.0
A00818,Integration,2688005,Won,0.0
A00820,Integration,1475592,Won,0.0
A00822,Analytics & Data,1794588,Lost,0.0
A00823,Database,2449951,Lost,0.0
A00824,Analytics & Data,1327704,Lost,0.0
A00824,Integration,6712972,Won,0.0
A00826,Analytics & Data,1048776,Lost,0.0
A00828,Database,166883,Lost,0.0
A00828,Integration,3078035,Won,0.0
A00829,Infrastructure,2283817,Lost,0.0
A00829,Database,2541687,Won,0.0
A00829,AI & ML,1136986,Lost,0.0
A00835,AI & ML,1086287,Won,0.0
A00838,Infrastructure,755841,Lost,0.0
A00839,Database,4044533,Won,0.0
A00840,Infrastructure,2214299,Won,0.0
A00841,Security,897381,Won,0.0
A00843,Infrastructure,3532167,Won,0.0
A00843,Database,552660,Closed,0.0
A00844,Infrastructure,1078058,Closed,0.0
A00844,AI & ML,2067681,Won,0.0
A00845,Analytics & Data,863275,Lost,0.0
A00846,Infrastructure,686263,Closed,0.0
A00846,Analytics & Data,5252167,Lost,0.0
A00846,AI & ML,753423,Won,0.0
A00848,Database,418665,Won,0.0
A00849,Database,745873,Lost,0.0
A00851,AI & ML,3741902,Won,0.0
A00851,Security,778366,Lost,0.0
A00851,Applications,1893772,Won,0.0
A00852,Integration,1666471,Won,0.0
A00854,Applications,555740,Won,0.0
A00855,Database,1295791,Lost,0.0
A00856,Applications,2032645,Won,0.0
A00858,Database,985019,Won,0.0
A00858,Applications,2028109,Closed,0.0
A00859,Database,1452733,Closed,0.0
A00860,Applications,1599487,Won,0.0
A00862,Infrastructure,622894,Lost,0.0
A00864,Security,1413941,Closed,0.0
A00865,Database,2785328,Lost,0.0
A00865,Integration,2395873,Won,0.0
A00866,Database,1082601,Lost,0.0
A00872,Infrastructure,163738,Lost,0.0
A00872,AI & ML,3023203,Lost,0.0
A00873,Infrastructure,2009831,Lost,0.0
A00873,Integration,9575448,Closed,0.0
A00876,Analytics & Data,1184125,Closed,0.0
A00876,Integration,959606,Lost,0.0
A00880,Applications,1355203,Won,0.0
A00882,Infrastructure,507968,Closed,0.0
A00882,AI & ML,1980701,Lost,0.0
A00883,Database,588479,Won,0.0
A00884,Database,1714069,Won,0.0
A00884,Applications,1271492,Closed,0.0
A00885,Applications,561942,Won,0.0
A00888,Security,819751,Won,0.0
A00890,Database,1606422,Lost,0.0
A00892,Analytics & Data,1123545,Won,0.0
A00895,Security,1430140,Lost,0.0
A00896,Analytics & Data,3728773,Won,0.0
A00896,Applications,1495175,Lost,0.0
A00897,Database,5008871,Closed,0.0
A00900,Infrastructure,598450,Closed,0.0
A00900,AI & ML,945048,Won,0.0
A00901,AI & ML,464579,Closed,0.0
A00902,Infrastructure,1121924,Lost,0.0
A00903,Applications,2491091,Lost,0.0
A00904,Infrastructure,2706257,Lost,0.0
A00905,AI & ML,2092880,Lost,0.0
A00907,Analytics & Data,1710537,Lost,0.0
A00908,Infrastructure,1198249,Lost,0.0
A00910,Security,9153105,Won,0.0
A00910,Applications,1952238,Closed,0.0
A00915,Applications,1097425,Closed,0.0
A00916,Infrastructure,645366,Lost,0.0
A00918,Applications,1644471,Won,0.0
A00918,Integration,2064088,Closed,0.0
A00920,Infrastructure,2424148,Lost,0.0
A00923,Database,609826,Closed,0.0
A00923,Analytics & Data,2090781,Closed,0.0
A00926,Security,2358958,Won,0.0
A00927,AI & ML,806352,Won,0.0
A00928,AI & ML,4422320,Won,0.0
A00930,Database,763116,Lost,0.0
A00930,Analytics & Data,659457,Won,0.0
A00931,Infrastructure,2960345,Lost,0.0
A00933,Database,1760623,Won,0.0
