account_id,product_family,product_engagement_score
A00093,AI & ML,38
A00093,Security,28
A00093,Applications,65
A00093,Integration,27
A00094,Infrastructure,83
A00094,Database,83
A00094,Analytics & Data,92
A00094,AI & ML,71
A00094,Security,99
A00094,Applications,46
A00094,Integration,87
A00095,Infrastructure,54
A00095,Database,50
A00095,Analytics & Data,20
A00095,AI & ML,13
A00095,Security,11
A00095,Applications,30
A00095,Integration,21
A00096,Infrastructure,88
A00096,Database,83
A00096,Analytics & Data,83
A00096,AI & ML,76
A00096,Security,83
A00096,Applications,100
A00096,Integration,49
A00097,Infrastructure,90
A00097,Database,78
A00097,Analytics & Data,100
A00097,AI & ML,78
A00097,Security,77
A00097,Applications,98
A00097,Integration,98
A00098,Infrastructure,73
A00098,Database,47
A00098,Analytics & Data,62
A00098,AI & ML,98
A00098,Security,53
A00098,Applications,25
A00098,Integration,53
A00099,Infrastructure,82
A00099,Database,48
A00099,Analytics & Data,85
A00099,AI & ML,56
A00099,Security,94
A00099,Applications,83
A00099,Integration,87
A00100,Infrastructure,28
A00100,Database,31
A00100,Analytics & Data,27
A00100,AI & ML,13
A00100,Security,12
A00100,Applications,42
A00100,Integration,24
A00101,Infrastructure,68
A00101,Database,72
A00101,Analytics & Data,29
A00101,AI & ML,85
A00101,Security,61
A00101,Applications,82
A00101,Integration,77
A00102,Infrastructure,14
A00102,Database,36
A00102,Analytics & Data,70
A00102,AI & ML,23
A00102,Security,59
A00102,Applications,17
A00102,Integration,36
A00103,Infrastructure,82
A00103,Database,90
A00103,Analytics & Data,32
A00103,AI & ML,84
A00103,Security,84
A00103,Applications,97
A00103,Integration,90
A00104,Infrastructure,39
A00104,Database,87
A00104,Analytics & Data,85
A00104,AI & ML,84
A00104,Security,69
A00104,Applications,98
A00104,Integration,92
A00105,Infrastructure,50
A00105,Database,80
A00105,Analytics & Data,97
A00105,AI & ML,83
A00105,Security,78
A00105,Applications,79
A00105,Integration,100
A00106,Infrastructure,11
A00106,Database,32
A00106,Analytics & Data,27
A00106,AI & ML,16
A00106,Security,49
A00106,Applications,13
A00106,Integration,58
A00107,Infrastructure,76
A00107,Database,82
A00107,Analytics & Data,99
A00107,AI & ML,87
A00107,Security,68
A00107,Applications,97
A00107,Integration,91
A00108,Infrastructure,30
A00108,Database,66
A00108,Analytics & Data,72
A00108,AI & ML,90
A00108,Security,64
A00108,Applications,85
A00108,Integration,66
A00109,Infrastructure,79
A00109,Database,84
A00109,Analytics & Data,89
A00109,AI & ML,91
A00109,Security,73
A00109,Applications,100
A00109,Integration,99
A00110,Infrastructure,100
A00110,Database,65
A00110,Analytics & Data,77
A00110,AI & ML,93
A00110,Security,99
A00110,Applications,100
A00110,Integration,77
A00111,Infrastructure,59
A00111,Database,33
A00111,Analytics & Data,20
A00111,AI & ML,94
A00111,Security,70
A00111,Applications,33
A00111,Integration,14
A00112,Infrastructure,100
A00112,Database,78
A00112,Analytics & Data,52
A00112,AI & ML,92
A00112,Security,71
A00112,Applications,94
A00112,Integration,76
A00113,Infrastructure,10
A00113,Database,41
A00113,Analytics & Data,72
A00113,AI & ML,49
A00113,Security,27
A00113,Applications,41
A00113,Integration,26
A00114,Infrastructure,31
A00114,Database,97
A00114,Analytics & Data,100
A00114,AI & ML,99
A00114,Security,97
A00114,Applications,100
A00114,Integration,93
A00115,Infrastructure,47
A00115,Database,94
A00115,Analytics & Data,57
A00115,AI & ML,19
A00115,Security,42
A00115,Applications,64
A00115,Integration,98
A00116,Infrastructure,25
A00116,Database,13
A00116,Analytics & Data,31
A00116,AI & ML,56
A00116,Security,14
A00116,Applications,38
A00116,Integration,28
A00117,Infrastructure,83
A00117,Database,51
A00117,Analytics & Data,85
A00117,AI & ML,57
A00117,Security,99
A00117,Applications,83
A00117,Integration,92
A00118,Infrastructure,31
A00118,Database,94
A00118,Analytics & Data,46
A00118,AI & ML,52
A00118,Security,70
A00118,Applications,76
A00118,Integration,86
A00119,Infrastructure,55
A00119,Database,89
A00119,Analytics & Data,76
A00119,AI & ML,100
A00119,Security,97
A00119,Applications,81
A00119,Integration,91
A00120,Infrastructure,94
A00120,Database,63
A00120,Analytics & Data,99
A00120,AI & ML,97
A00120,Security,99
A00120,Applications,100
A00120,Integration,72
A00121,Infrastructure,92
A00121,Database,88
A00121,Analytics & Data,98
A00121,AI & ML,100
A00121,Security,84
A00121,Applications,77
A00121,Integration,88
A00122,Infrastructure,66
A00122,Database,58
A00122,Analytics & Data,99
A00122,AI & ML,40
A00122,Security,64
A00122,Applications,52
A00122,Integration,28
A00123,Infrastructure,100
A00123,Database,99
A00123,Analytics & Data,100
A00123,AI & ML,46
A00123,Security,90
A00123,Applications,98
A00123,Integration,55
A00124,Infrastructure,65
A00124,Database,35
A00124,Analytics & Data,52
A00124,AI & ML,90
A00124,Security,56
A00124,Applications,21
A00124,Integration,70
A00125,Infrastructure,93
A00125,Database,65
A00125,Analytics & Data,99
A00125,AI & ML,82
A00125,Security,100
A00125,Applications,100
A00125,Integration,97
A00126,Infrastructure,17
A00126,Database,14
A00126,Analytics & Data,32
A00126,AI & ML,17
A00126,Security,34
A00126,Applications,25
A00126,Integration,29
A00127,Infrastructure,79
A00127,Database,49
A00127,Analytics & Data,100
A00127,AI & ML,83
A00127,Security,86
A00127,Applications,88
A00127,Integration,86
A00128,Infrastructure,99
A00128,Database,76
A00128,Analytics & Data,15
A00128,AI & ML,83
A00128,Security,62
A00128,Applications,38
A00128,Integration,70
A00129,Infrastructure,100
A00129,Database,86
A00129,Analytics & Data,99
A00129,AI & ML,99
A00129,Security,97
A00129,Applications,97
A00129,Integration,100
A00130,Infrastructure,52
A00130,Database,50
A00130,Analytics & Data,97
A00130,AI & ML,99
A00130,Security,97
A00130,Applications,97
A00130,Integration,31
A00131,Infrastructure,68
A00131,Database,68
A00131,Analytics & Data,63
A00131,AI & ML,56
A00131,Security,68
A00131,Applications,67
A00131,Integration,12
A00132,Infrastructure,79
A00132,Database,48
A00132,Analytics & Data,76
A00132,AI & ML,73
A00132,Security,53
A00132,Applications,52
A00132,Integration,81
A00133,Infrastructure,84
A00133,Database,84
A00133,Analytics & Data,85
A00133,AI & ML,47
A00133,Security,77
A00133,Applications,70
A00133,Integration,84
A00134,Infrastructure,83
A00134,Database,33
A00134,Analytics & Data,32
A00134,AI & ML,69
A00134,Security,77
A00134,Applications,67
A00134,Integration,10
A00135,Infrastructure,21
A00135,Database,89
A00135,Analytics & Data,90
A00135,AI & ML,61
A00135,Security,61
A00135,Applications,52
A00135,Integration,84
A00136,Infrastructure,57
A00136,Database,42
A00136,Analytics & Data,56
A00136,AI & ML,83
A00136,Security,81
A00136,Applications,36
A00136,Integration,81
A00137,Infrastructure,28
A00137,Database,32
A00137,Analytics & Data,27
A00137,AI & ML,48
A00137,Security,53
A00137,Applications,78
A00137,Integration,11
A00138,Infrastructure,89
A00138,Database,21
A00138,Analytics & Data,90
A00138,AI & ML,70
A00138,Security,97
A00138,Applications,57
A00138,Integration,100
A00139,Infrastructure,48
A00139,Database,91
A00139,Analytics & Data,90
A00139,AI & ML,93
A00139,Security,47
A00139,Applications,81
A00139,Integration,77
A00140,Infrastructure,65
A00140,Database,76
A00140,Analytics & Data,56
A00140,AI & ML,98
A00140,Security,49
A00140,Applications,50
A00140,Integration,55
A00141,Infrastructure,99
A00141,Database,86
A00141,Analytics & Data,97
A00141,AI & ML,99
A00141,Security,100
A00141,Applications,97
A00141,Integration,97
A00142,Infrastructure,30
A00142,Database,50
A00142,Analytics & Data,97
A00142,AI & ML,81
A00142,Security,54
A00142,Applications,84
A00142,Integration,81
A00143,Infrastructure,79
A00143,Database,85
A00143,Analytics & Data,19
A00143,AI & ML,92
A00143,Security,97
A00143,Applications,79
A00143,Integration,81
A00144,Infrastructure,53
A00144,Database,22
A00144,Analytics & Data,69
A00144,AI & ML,24
A00144,Security,89
A00144,Applications,12
A00144,Integration,23
A00145,Infrastructure,19
A00145,Database,51
A00145,Analytics & Data,30
A00145,AI & ML,32
A00145,Security,13
A00145,Applications,57
A00145,Integration,18
A00146,Infrastructure,87
A00146,Database,55
A00146,Analytics & Data,85
A00146,AI & ML,47
A00146,Security,37
A00146,Applications,78
A00146,Integration,90
A00147,Infrastructure,18
A00147,Database,28
A00147,Analytics & Data,71
A00147,AI & ML,38
A00147,Security,77
A00147,Applications,47
A00147,Integration,87
A00148,Infrastructure,79
A00148,Database,82
A00148,Analytics & Data,92
A00148,AI & ML,64
A00148,Security,69
A00148,Applications,76
A00148,Integration,98
A00149,Infrastructure,52
A00149,Database,93
A00149,Analytics & Data,83
A00149,AI & ML,94
A00149,Security,77
A00149,Applications,68
A00149,Integration,76
A00150,Infrastructure,76
A00150,Database,70
A00150,Analytics & Data,26
A00150,AI & ML,56
A00150,Security,24
A00150,Applications,61
A00150,Integration,77
A00151,Infrastructure,93
A00151,Database,97
A00151,Analytics & Data,84
A00151,AI & ML,97
A00151,Security,97
A00151,Applications,90
A00151,Integration,97
A00152,Infrastructure,34
A00152,Database,31
A00152,Analytics & Data,50
A00152,AI & ML,54
A00152,Security,77
A00152,Applications,79
A00152,Integration,48
A00153,Infrastructure,97
A00153,Database,81
A00153,Analytics & Data,85
A00153,AI & ML,98
A00153,Security,93
A00153,Applications,99
A00153,Integration,90
A00154,Infrastructure,82
A00154,Database,60
A00154,Analytics & Data,49
A00154,AI & ML,58
A00154,Security,46
A00154,Applications,34
A00154,Integration,25
A00155,Infrastructure,100
A00155,Database,83
A00155,Analytics & Data,88
A00155,AI & ML,93
A00155,Security,99
A00155,Applications,18
A00155,Integration,82
A00156,Infrastructure,60
A00156,Database,61
A00156,Analytics & Data,99
A00156,AI & ML,20
A00156,Security,62
A00156,Applications,79
A00156,Integration,49
A00157,Infrastructure,45
A00157,Database,10
A00157,Analytics & Data,80
A00157,AI & ML,47
A00157,Security,56
A00157,Applications,70
A00157,Integration,87
A00158,Infrastructure,92
A00158,Database,82
A00158,Analytics & Data,62
A00158,AI & ML,89
A00158,Security,61
A00158,Applications,83
A00158,Integration,65
A00159,Infrastructure,81
A00159,Database,82
A00159,Analytics & Data,87
A00159,AI & ML,63
A00159,Security,52
A00159,Applications,92
A00159,Integration,21
A00160,Infrastructure,82
A00160,Database,94
A00160,Analytics & Data,80
A00160,AI & ML,83
A00160,Security,89
A00160,Applications,99
A00160,Integration,85
A00161,Infrastructure,61
A00161,Database,49
A00161,Analytics & Data,49
A00161,AI & ML,20
A00161,Security,71
A00161,Applications,68
A00161,Integration,80
A00162,Infrastructure,88
A00162,Database,83
A00162,Analytics & Data,72
A00162,AI & ML,99
A00162,Security,66
A00162,Applications,78
A00162,Integration,68
A00163,Infrastructure,93
A00163,Database,52
A00163,Analytics & Data,82
A00163,AI & ML,83
A00163,Security,92
A00163,Applications,38
A00163,Integration,98
A00164,Infrastructure,17
A00164,Database,33
A00164,Analytics & Data,58
A00164,AI & ML,29
A00164,Security,29
A00164,Applications,69
A00164,Integration,37
A00165,Infrastructure,88
A00165,Database,50
A00165,Analytics & Data,80
A00165,AI & ML,86
A00165,Security,86
A00165,Applications,82
A00165,Integration,84
A00166,Infrastructure,47
A00166,Database,87
A00166,Analytics & Data,88
A00166,AI & ML,37
A00166,Security,78
A00166,Applications,67
A00166,Integration,59
A00167,Infrastructure,10
A00167,Database,15
A00167,Analytics & Data,39
A00167,AI & ML,20
A00167,Security,69
A00167,Applications,38
A00167,Integration,60
A00168,Infrastructure,79
A00168,Database,48
A00168,Analytics & Data,97
A00168,AI & ML,67
A00168,Security,100
A00168,Applications,86
A00168,Integration,83
A00169,Infrastructure,78
A00169,Database,100
A00169,Analytics & Data,77
A00169,AI & ML,91
A00169,Security,83
A00169,Applications,80
A00169,Integration,93
A00170,Infrastructure,92
A00170,Database,45
A00170,Analytics & Data,50
A00170,AI & ML,65
A00170,Security,92
A00170,Applications,49
A00170,Integration,47
A00171,Infrastructure,49
A00171,Database,38
A00171,Analytics & Data,11
A00171,AI & ML,46
A00171,Security,71
A00171,Applications,66
A00171,Integration,92
A00172,Infrastructure,84
A00172,Database,67
A00172,Analytics & Data,33
A00172,AI & ML,76
A00172,Security,97
A00172,Applications,90
A00172,Integration,68
A00173,Infrastructure,97
A00173,Database,84
A00173,Analytics & Data,91
A00173,AI & ML,79
A00173,Security,84
A00173,Applications,55
A00173,Integration,99
A00174,Infrastructure,77
A00174,Database,97
A00174,Analytics & Data,45
A00174,AI & ML,88
A00174,Security,57
A00174,Applications,78
A00174,Integration,97
A00175,Infrastructure,66
A00175,Database,100
A00175,Analytics & Data,58
A00175,AI & ML,78
A00175,Security,83
A00175,Applications,91
A00175,Integration,59
A00176,Infrastructure,98
A00176,Database,99
A00176,Analytics & Data,99
A00176,AI & ML,100
A00176,Security,98
A00176,Applications,78
A00176,Integration,100
A00177,Infrastructure,100
A00177,Database,79
A00177,Analytics & Data,100
A00177,AI & ML,76
A00177,Security,54
A00177,Applications,80
A00177,Integration,98
A00178,Infrastructure,84
A00178,Database,26
A00178,Analytics & Data,83
A00178,AI & ML,26
A00178,Security,47
A00178,Applications,49
A00178,Integration,79
A00179,Infrastructure,85
A00179,Database,99
A00179,Analytics & Data,76
A00179,AI & ML,100
A00179,Security,39
A00179,Applications,70
A00179,Integration,59
A00180,Infrastructure,89
A00180,Database,97
A00180,Analytics & Data,93
A00180,AI & ML,77
A00180,Security,79
A00180,Applications,80
A00180,Integration,54
A00181,Infrastructure,90
A00181,Database,100
A00181,Analytics & Data,100
A00181,AI & ML,91
A00181,Security,97
A00181,Applications,91
A00181,Integration,100
A00182,Infrastructure,90
A00182,Database,82
